CODIGO_OBRA,emp_n_empresas,emp_n_vinculos,emp_n_contrapartes_unicas,emp_n_ganadores,emp_n_participantes,emp_riesgo_max,emp_riesgo_mean,emp_riesgo_std,emp_pct_alto_riesgo,emp_score_proxy_mean,emp_score_proxy_max,emp_ratio_ganador_mean,emp_ratio_participante_mean,emp_intensidad_red_mean,emp_efectividad_ganador_mean,emp_ratio_ganadores_vinculos,emp_ratio_participantes_vinculos
157638,3,3,0,0,0,3,2.3333333333333335,1.1547005383792515,0.6666666666666666,2.3333333333333335,3,0.0,0.17777777777777778,4.666666666666667,0.0,0.0,0.0
157653,6,10,0,0,0,3,2.6,0.8432740427115678,0.8,2.6,3,0.0,0.15666666666666668,5.6,0.0,0.0,0.0
157697,1,1,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
157698,1,1,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
157822,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.125,7.0,0.0,0.0,0.0
157823,4,8,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.14583333333333331,6.0,0.0,0.0,0.0
158003,2,3,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.10897435897435898,8.666666666666666,0.0,0.0,0.0
161130,1,1,0,0,0,1,1.0,0.0,0.0,1.0,1,0.0,0.2,4.0,0.0,0.0,0.0
161132,4,8,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.15625,5.5,0.0,0.0,0.0
161960,3,6,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.10416666666666667,10.333333333333334,0.0,0.0,0.0
162027,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.09821428571428571,10.0,0.0,0.0,0.0
162538,1,1,0,0,0,1,1.0,0.0,0.0,1.0,1,0.0,0.2,4.0,0.0,0.0,0.0
163741,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.14583333333333331,6.0,0.0,0.0,0.0
164855,3,5,0,0,0,3,2.6,0.8944271909999159,0.8,2.6,3,0.0,0.17333333333333334,4.8,0.0,0.0,0.0
164856,2,2,0,0,0,1,1.0,0.0,0.0,1.0,1,0.0,0.2,4.0,0.0,0.0,0.0
164917,1,1,0,0,0,1,1.0,0.0,0.0,1.0,1,0.0,0.2,4.0,0.0,0.0,0.0
16513,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.08333333333333333,11.0,0.0,0.0,0.0
165523,1,2,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.1,9.0,0.0,0.0,0.0
166726,1,1,0,0,0,1,1.0,0.0,0.0,1.0,1,0.0,0.2,4.0,0.0,0.0,0.0
166882,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.09821428571428571,10.0,0.0,0.0,0.0
167630,1,2,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.125,7.0,0.0,0.0,0.0
168500,3,6,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.13888888888888887,6.333333333333333,0.0,0.0,0.0
168784,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.13333333333333333,7.0,0.0,0.0,0.0
168881,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.12499999999999999,8.0,0.0,0.0,0.0
169496,2,4,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.10555555555555556,8.5,0.0,0.0,0.0
169532,3,6,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.09444444444444444,9.666666666666666,0.0,0.0,0.0
169628,3,5,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.11538461538461538,8.8,0.0,0.0,0.0
169751,3,5,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
171562,1,2,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.16666666666666666,5.0,0.0,0.0,0.0
171833,5,10,0,0,0,3,3.0,0.0,1.0,3.0,3,0.0,0.13666666666666666,6.6,0.0,0.0,0.0
174311,4,6,0,0,0,3,2.3333333333333335,1.0327955589886444,0.6666666666666666,2.3333333333333335,3,0.0,0.17777777777777778,4.666666666666667,0.0,0.0,0.0
