CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,CODIGO_OBRA,NOMBRE_OBRA,ESTADO_OBRA,ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,RIESGO_OBRA,RIESGO_DESCRIPCION_OBRA
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-652455-2015002-130909,130909,INSTALACIÓN DEL PUENTE MODULAR CEMENTERIO; DISTRITO CHIMBOTE PROVINCIA DE SANTA; REGIÓN ANCASH.,Finalizado,SUPERVISIÓN,51,0,1,0,2,Medianamente Riesgosa
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-653403-2015192-130759,130759,INSTALACIÓN DEL PUENTE MODULAR LOS ARABES; DISTRITO Y PROVINCIA DE HUARMEY; REGIÓN ANCASH.,Sin Ejecución,SUPERVISIÓN,20,0,1,0,2,Medianamente Riesgosa
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-654896-2016762-131498,131498,INSTALACIÓN DEL PUENTE MODULAR EL INGENIO;; DISTRITO ANGASMARCA; PROVINCIA DE SANTIAGO DE CHUCO; REGIÓN LA LIBERTAD.,Finalizado,EJECUCIÓN,156,0,0,0,1,Bajamente Riesgosa
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-654909-2017911-131543,131543,INSTALACIÓN DEL PUENTE MODULAR TAMBO REAL; DISTRITO CHIMBOTE; PROVINCIA DE SANTA; REGIÓN ANCASH.,Finalizado,EJECUCIÓN,35,0,1,0,2,Medianamente Riesgosa
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-655293-2022588-131543,131543,INSTALACIÓN DEL PUENTE MODULAR TAMBO REAL; DISTRITO CHIMBOTE; PROVINCIA DE SANTA; REGIÓN ANCASH.,Finalizado,SUPERVISIÓN,13,0,1,0,2,Medianamente Riesgosa
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-655983-2017334-132111,132111,INSTALACIÓN DEL PUENTE MODULAR CAPULI; DISTRITO MACHE; PROVINCIA DE LA OTUZCO; REGIÓN LA LIBERTAD.,Finalizado,SUPERVISIÓN,0,0,1,0,2,Medianamente Riesgosa
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2425240-2425240-656768-2020868-130759,130759,INSTALACIÓN DEL PUENTE MODULAR LOS ARABES; DISTRITO Y PROVINCIA DE HUARMEY; REGIÓN ANCASH.,Sin Ejecución,EJECUCIÓN,46,0,1,0,2,Medianamente Riesgosa
2427358,SALUD,APURIMAC,GOBIERNO NACIONAL,2427358-2427358-881574-2182436-169628,169628,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL TAMBOBAMBA; DISTRITO DE TAMBOBAMBA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC,Sin Ejecución,EJECUCIÓN,0,0,0,0,2,Medianamente Riesgosa
2427358,SALUD,APURIMAC,GOBIERNO NACIONAL,2427358-2427358-901959-2200762-169628,169628,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL TAMBOBAMBA; DISTRITO DE TAMBOBAMBA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2,Medianamente Riesgosa
2428087,SANEAMIENTO,TACNA,GOBIERNO NACIONAL,2428087-2428087-643231-2018416-129252,129252,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN 7 DISTRITOS DE LA PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,Sin Ejecución,SUPERVISIÓN,45,0,1,0,1,Bajamente Riesgosa
2428087,SANEAMIENTO,TACNA,GOBIERNO NACIONAL,2428087-2428087-680915-2032854-129252,129252,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN 7 DISTRITOS DE LA PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,1,Bajamente Riesgosa
2428356,SALUD,CAJAMARCA,GOBIERNO REGIONAL,2428356-2428356-763890-2091852-152016,152016,AMPLIACION DE LOS SERVICIOS DE ONCOLOGIA Y HEMODIALISIS DEL HOSPITAL REGIONAL DE CAJAMARCA; DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2428356,SALUD,CAJAMARCA,GOBIERNO REGIONAL,2428356-2428356-767107-2099542-152016,152016,AMPLIACION DE LOS SERVICIOS DE ONCOLOGIA Y HEMODIALISIS DEL HOSPITAL REGIONAL DE CAJAMARCA; DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,Sin Ejecución,SUPERVISIÓN,0,0,0,0,4,Extremadamente Riesgosa
2446345,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2446345-2446345-705281-2049567-142821,142821,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN LA QUEBRADA DE SAN IDELFONSO; EN LOS DISTRITOS DE EL PORVENIR; TRUJILLO Y VICTOR LARCO HERRERA DE LA  PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD - PAQUETE 2 DIQUES,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,0,Sin Riesgo
2451550,TRANSPORTE,HUANCAVELICA,GOBIERNO NACIONAL,2451550-2451550-702502-2059380-127427,127427,MEJORAMIENTO DE LA CARRETERA IZCUCHACA - HUANTA; TRAMO: IZCUCHACA - MAYOCC DISTRITO DE IZCUCHACA - PROVINCIA DE HUANCAVELICA - DEPARTAMENTO DE HUANCAVELICA,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,1,0,4,Extremadamente Riesgosa
2454755,TRANSPORTE,SAN MARTIN,GOBIERNO LOCAL,2454755-2454755-621993-2003957-116356,116356,Mejoramiento del servicio de transitabilidad del camino vecinal; emp. PE-5N (Dv. Yacucatina) - Utcurarca - Machungo - Sauce; Distritos de Juan Guerra; Alberto Leveau; Sauce y Pilluana; Provincia de San Martín y Picota; Departamento de San Martín.,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,2,Medianamente Riesgosa
2454755,TRANSPORTE,SAN MARTIN,GOBIERNO LOCAL,2454755-2454755-837834-2161318-116356,116356,Mejoramiento del servicio de transitabilidad del camino vecinal; emp. PE-5N (Dv. Yacucatina) - Utcurarca - Machungo - Sauce; Distritos de Juan Guerra; Alberto Leveau; Sauce y Pilluana; Provincia de San Martín y Picota; Departamento de San Martín.,Sin Ejecución,SUPERVISIÓN,0,0,1,0,2,Medianamente Riesgosa
2470680,TRANSPORTE,PIURA,GOBIERNO NACIONAL,2470680-2470680-693030-2055637-138923,138923,MEJORAMIENTO DE LA CARRETERA RUTA PE-1N T; TRAMO: PAIMAS - AYABACA - EMP. PE-3N (SOCCHABAMBA),Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,4,Extremadamente Riesgosa
2471722,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,2471722-2471722-818155-2130970-164856,164856,"PIP: ""MEJORAMIENTO DEL SERVICIO DE HABITABILIDAD INSTITUCIONAL Y DE VIVIENDAS DE LAS UNIDADES ACANTONADAS EN EL FUERTE GRAL. DE DIVISIÓN RAFAEL HOYOS RUBIO; UBICADO EN EL DISTRITO DEL RIMAC - DPTO/PROV LIMA - LIMA""",Sin Ejecución,EXPEDIENTE TÉCNICO,22,0,0,0,2,Medianamente Riesgosa
2471736,AGROPECUARIA,SAN MARTIN,GOBIERNO LOCAL,2471736-2471736-655576-2020834-131605,131605,MEJORAMIENTO DE LA INFRAESTRUCTURA DE RIEGO DEL CANAL DE IRRIGACIÓN MARGEN IZQUIERDA DEL RÍO SISA DE LOS DISTRITOS DE SAN PABLO; SAN HILARION; PUERTO RICO Y DISTRITO DE CASPISAPA - PROVINCIA DE PICOTA - DEPARTAMENTO DE SAN MARTIN ,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2472603,TRANSPORTE,PIURA,GOBIERNO NACIONAL,2472603-2472603-656014-2036906-132120,132120,CONSTRUCCION DE PUENTES POR REEMPLAZO EN SULLANA TAMBOGRANDE PAIMAS,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,4,Extremadamente Riesgosa
2473375,TRANSPORTE,CALLAO,GOBIERNO NACIONAL,2473375-2473375-769507-2097720-153456,153456,ESTUDIO DEFINITIVO DE INGENIERIA DEL PROYECTO DE CONSTRUCCION VIA EXPRESA SANTA ROSA -VESR,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,0,Sin Riesgo
2479971,SANEAMIENTO,AREQUIPA,GOBIERNO LOCAL,2479971-2479971-820095-2143955-165523,165523,SERVICIO DE CONSULTORIA DE SUPERVISION DE LA OBRA AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE EN LOS DISTRITOS DE SOCABAYA; SABANDIA Y CHARACATO DE LA PROVINCIA DE AREQUIPA; DEPARTAMENTO DE AREQUIPA,Sin Ejecución,SUPERVISIÓN,0,0,1,0,0,Sin Riesgo
2479971,SANEAMIENTO,AREQUIPA,GOBIERNO LOCAL,2479971-2479971-892317-2186347-163741,163741,OBRA: AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE EN LOS DISTRITOS DE SOCABAYA; SABANDIA Y CHARACATO DE LA PROVINCIA DE AREQUIPA; DEPARTAMENTO DE AREQUIPA,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,2,Medianamente Riesgosa
2487020,AGROPECUARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2487020-2487020-702640-2062038-129393,129393,Mejoramiento y ampliacion del servicio de agua para riego del Sistema de Riego Yanapujio-Valle de Tambo en los distritos de Ichuña y Ubinas de la provincia de General Sanchez Cerro del departamento de Moquegua y la provincia de Islay del departamento de Arequipa Codigo Unico de Inversion CUI N 2487020,Sin Ejecución,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2487020,AGROPECUARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2487020-2487020-707056-2061035-129393,129393,Mejoramiento y ampliacion del servicio de agua para riego del Sistema de Riego Yanapujio-Valle de Tambo en los distritos de Ichuña y Ubinas de la provincia de General Sanchez Cerro del departamento de Moquegua y la provincia de Islay del departamento de Arequipa Codigo Unico de Inversion CUI N 2487020,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,4,Extremadamente Riesgosa
2489058,TRANSPORTE,LORETO,GOBIERNO REGIONAL,2489058-2489058-891853-2187416-500659,500659,MEJORAMIENTO Y AMPLIACIÓN DE LA INFRAESTRUCTURA VIAL DE LA AVENIDA ABELARDO QUIÑONES EN LOS DISTRITOS DE BELÉN Y SAN JUAN BAUTISTA DE LA PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2,Medianamente Riesgosa
2489058,TRANSPORTE,LORETO,GOBIERNO REGIONAL,2489058-2489058-894077-2187247-500659,500659,MEJORAMIENTO Y AMPLIACIÓN DE LA INFRAESTRUCTURA VIAL DE LA AVENIDA ABELARDO QUIÑONES EN LOS DISTRITOS DE BELÉN Y SAN JUAN BAUTISTA DE LA PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO,Sin Ejecución,SUPERVISIÓN,0,0,0,0,0,Sin Riesgo
2493096,TRANSPORTE,ANCASH,GOBIERNO LOCAL,2493096-2493096-652517-2033185-130851,130851,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DE LA CARRETERA DEPARTAMENTAL AN-106-100KM TRAMO (YUNGAY; LLANGANUCO; YANAMA VAQUERIA; PUENTE LLACMA) EN LOS DISTRITOS DE YUNGAY Y YANAMA; DE LA PROVINCIA DE YUNGAY,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2494144,EDUCACIÓN,JUNIN,GOBIERNO REGIONAL,2494144-2494144-792971-2132605-158003,158003,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE FORMACIÓN PROFESIONAL EN LA UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA - DISTRITO DE PICHANAQUI - PROVINCIA DE CHANCHAMAYO - DEPARTAMENTO DE JUNIN,En Ejecución,EJECUCIÓN,0,0,1,0,4,Extremadamente Riesgosa
2494144,EDUCACIÓN,JUNIN,GOBIERNO REGIONAL,2494144-2494144-862805-2165816-158003,158003,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE FORMACIÓN PROFESIONAL EN LA UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA - DISTRITO DE PICHANAQUI - PROVINCIA DE CHANCHAMAYO - DEPARTAMENTO DE JUNIN,En Ejecución,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2494306,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,2494306-2494306-686122-2046729-138963,138963,CONSTRUCCION DE COLECTOR PRIMARIO; EN EL(LA) TRAMO DEL COLECTOR CIRCUNVALACIÓN DESDE LA AV. SANTIAGO DE SURCO CON AV. LOS PROCERES DISTRITO SANTIAGO DE SURCO HASTA LA AV. SANTA ROSA CON AV. SANTA TERESA  DISTRITO DE CHORRILLOS; PROVINCIA LIMA; DEPARTAMENTO LIMA,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,4,Extremadamente Riesgosa
2495613,TRANSPORTE,CALLAO,GOBIERNO NACIONAL,2495613-2495613-704327-2069511-142811,142811,CREACION DEL ANTEPUERTO DEL CALLAO Y MEJORAMIENTO DE VIAS DE ACCESO AL PUERTO Y ANTEPUERTO CALLAO DEL DISTRITO DE CALLAO - PROVINCIA CONSTITUCIONAL DEL CALLAO - DEPARTAMENTO DE CALLAO,Sin Ejecución,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2496772,ORDEN PÚBLICO Y SEGURIDAD,TUMBES,GOBIERNO NACIONAL,2496772-2496772-701979-2046977-141923,141923,CREACION DE SERVICIO DE PROTECCION FRENTE A INUNDACIONES EN AMBAS MARGENES DEL RIO TUMBES; EN TRAMOS VULNERABLES DESDE LA ESTACION EL TIGRE HASTA LA SALIDA AL MAR; EN LOS DISTRITOS DE PAMPAS DE HOSPITAL; SAN JACINTO; SAN JUAN DE LA VIRGEN; CORRALES Y TUMBES; PROVINCIA DE TUMBES; DEPARTAMENTO DE TUMBES,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,1,Bajamente Riesgosa
2498739,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,2498739-2498739-701912-2046940-141927,141927,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES DEL RÍO CAÑETE ENTRE EL TRAMO DESEMBOCADURA DEL RIO CAÑETE - LOCALIDAD DE PAULLO EN LOS DISTRITOS DE SAN VICENTE DE CAÑETE; NUEVO IMPERIAL Y LUNAHUANA DE LA  PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA - PAQUETE 01,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2499818,ORDEN PÚBLICO Y SEGURIDAD,ANCASH,GOBIERNO NACIONAL,2499818-2499818-719600-2060109-145004,145004,CREACION DEL SERVICIO DE PROTECCIÓN EN RIBERAS DEL RÍO LACRAMARCA VULNERABLES ANTE PELIGROS DE INUNDACIÓN; EN 58 COMUNIDADES EN LOS DISTRITOS DE MACATE; CACERES DEL PERU Y CHIMBOTE DE LA  PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,1,Bajamente Riesgosa
2499886,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,2499886-2499886-701912-2046940-141926,141926,CREACION DEL SERVICIO DE PROTECCIÓN EN LAS RIBERAS DEL RÍO HUAURA VULNERABLE ANTE PELIGRO DE INUNDACIONES EN LAS LOCALIDADES DE 5 DISTRITOS DE LA PROVINCIA DE OYON Y 6 DISTRITOS DE LA PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA - PAQUETE 01,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,1,1,Bajamente Riesgosa
2500094,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2500094-2500094-781513-2101534-157697,157697,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES POR RIO ZAÑA Y AFLUENTES; DISTRITOS DE OYOTÚN; NUEVA ARICA; CAYALTÍ; ZAÑA;LAGUNAS-MOCUPE Y NANCHOC; DE LA PROVINCIA DE CHICLAYO DEL DEPARTAMENTO DE LAMBAYEQUE Y LA PROVINCIA DE SAN MIGUEL DEL DEPARTAMENTO DE CAJAMARCA,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,0,Sin Riesgo
2501291,ORDEN PÚBLICO Y SEGURIDAD,ANCASH,GOBIERNO NACIONAL,2501291-2501291-715869-2057425-144753,144753,CREACION DEL SERVICIO DE PROTECCIÓN ANTE PELIGRO DE INUNDACIONES EN AMBAS MARGENES DEL RIO HUARMEY; DESDE EL SECTOR HUAMBA HASTA LA SALIDA AL MAR; EN LOS DISTRITOS DE HUARMEY Y HUAYAN DE LA  PROVINCIA DE HUARMEY - DEPARTAMENTO DE ANCASH,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,1,Bajamente Riesgosa
2501395,ORDEN PÚBLICO Y SEGURIDAD,ANCASH,GOBIERNO NACIONAL,2501395-2501395-715869-2057425-144752,144752,CREACION DEL SERVICIO DE PROTECCIÓN ANTE INUNDACIONES EN EL RÍO CASMA; RÍO SECHIN Y RÍO GRANDE EN LOS DISTRITOS DE COMANDANTE NOEL; BUENA VISTA; CASMA Y YAUTAN - 4 DISTRITOS DE LA PROVINCIA DE CASMA - DEPARTAMENTO DE ANCASH - SECHÍN,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2501633,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,2501633-2501633-830937-2142082-161960,161960,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA SANTA ROSA Y ANCON EN LOS DISTRITOS DE SANTA ROSA Y ANCON DE LA PROVNCIA DE LIMA - DEPARTAMENTO DE LIMA,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2501633,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,2501633-2501633-831096-2149812-167630,167630,SUPERVISION DEL EXPEDIENTE TECNICO -AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA SANTA ROSA Y ANCÓN EN LOS DISTRITOS DE SANTA ROSA Y ANCON DE LA PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,Sin Ejecución,SUPERVISIÓN,0,0,1,0,4,Extremadamente Riesgosa
2501657,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO NACIONAL,2501657-2501657-719510-2060104-145483,145483,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCION CONTRA INUNDACIONES EN AMBAS MARGENES DEL RIO VIRU Y AFLUENTES; DISTRITO DE CARABAMBA Y VIRU - PROVINCIAS DE JULCAN Y VIRU - DEPARTAMENTO DE LA LIBERTAD,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2501721,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO NACIONAL,2501721-2501721-719510-2060104-145484,145484,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA DESBORDES DE QUEBRADAS NORTE VERDE; QUENETO; CEREALES; EL ARENAL Y HUASCARAN;  DISTRITO DE VIRU - PROVINCIA DE VIRU - DEPARTAMENTO DE LA LIBERTAD.,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2501802,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2501802-2501802-719510-2060104-145481,145481,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES; EN AMBAS MARGENES DEL RIO CHICAMA; TRAMO DE LA DESEMBOCADURA AL OCEANO PACIFICO HASTA EL PUENTE PUNTA MORENO; DISTRITO DE ASCOPE; CHICAMA; MAGDALENA DE CAO; CASA GRANDE; SANTIAGO DE CAO Y SAN BENITO DE LA PROVINCIA DE ASCOPE DEL DEPARTAMENTO DE LA LIBERTAD Y LA PROVINCIA DE CONTUMAZA DEL DEPARTAMENTO DE CAJAMARCA,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2502679,SALUD,CAJAMARCA,GOBIERNO NACIONAL,2502679-2502679-750568-2089687-152012,152012,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD SIMON BOLIVAR DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,4,Extremadamente Riesgosa
2502679,SALUD,CAJAMARCA,GOBIERNO NACIONAL,2502679-2502679-767031-2107161-152012,152012,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD SIMON BOLIVAR DISTRITO DE CAJAMARCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA,Sin Ejecución,SUPERVISIÓN,0,0,0,0,4,Extremadamente Riesgosa
2502822,TRANSPORTE,CUSCO,GOBIERNO REGIONAL,2502822-2502822-749611-2090784-148627,148627,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE TRANSITABILIDAD VIAL URBANA Y TURISMO; DESVIO PAMPAMARCA; TUNGASUCA; SURIMANA; DISTRITOS DE PAMPAMARCA Y TUPAC AMARU; PROVINCIA DE CANAS; DEPARTAMENTO DE CUSCO,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2,Medianamente Riesgosa
2502822,TRANSPORTE,CUSCO,GOBIERNO REGIONAL,2502822-2502822-782486-2112848-148627,148627,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE TRANSITABILIDAD VIAL URBANA Y TURISMO; DESVIO PAMPAMARCA; TUNGASUCA; SURIMANA; DISTRITOS DE PAMPAMARCA Y TUPAC AMARU; PROVINCIA DE CANAS; DEPARTAMENTO DE CUSCO,Sin Ejecución,SUPERVISIÓN,0,0,0,0,1,Bajamente Riesgosa
2503297,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2503297-2503297-705281-2049567-142822,142822,CREACION DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES MEDIANTE CAPTACIÓN; CONTROL Y DERIVACIÓN HACIA EL MAR DE LAS AGUAS DE LAS AVENIDAS DE LA QUEBRADA DE SAN CARLOS DE LA CUENCA DEL CERRO CENTINELA;  DISTRITO DE LAREDO - PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD - PAQUETE 3 DIQUES,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1,Bajamente Riesgosa
2506092,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,2506092-2506092-933575-2201164-505383,505383,CREACION DEL SERVICIO DE PROTECCIÓN ANTE INUNDACIONES EN EL RÍO MALA; EN LOS DISTRITOS DE MALA; SAN ANTONIO; SANTA CRUZ DE FLORES Y CALANGO - 4 DISTRITOS DE LA PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,0,Sin Riesgo
2506324,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2506324-2506324-781513-2101534-157698,157698,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN FRENTE A INUNDACIONES EN LA CUENCA DEL RIO OLMOS; EN 27 CENTROS POBLADOS EN LOS DISTRITOS DE OLMOS; JAYANCA Y HUARMACA EN LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE Y LA PROVINCIA DE HUANCABAMBA DEL DEPARTAMENTO DE PIURA,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,0,Sin Riesgo
2508148,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2508148-2508148-718827-2059561-145003,145003,CREACION DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES DE LAS AGUAS DE LAS AVENIDAS DE LA CUENCA DE LA QUEBRADA EL LEÓN EN LOS DISTRITOS DE LA ESPERANZA Y HUANCHACO DE LA  PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD - PAQUETE C1,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,1,Bajamente Riesgosa
2509330,AGROPECUARIA,TACNA,GOBIERNO LOCAL,2509330-2509330-835772-2149848-168500,168500,CREACION DEL SERVICIO DE AGUA PARA RIEGO EN LAS COMISIONES DE USUARIOS DE CAIRANI; HUANUARA; QUILAHUANI Y DISTRITO DE CANDARAVE - PROVINCIA DE CANDARAVE - DEPARTAMENTO DE TACNA,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2,Medianamente Riesgosa
2510582,TRANSPORTE,PIURA,GOBIERNO REGIONAL,2510582-2510582-794558-2121907-142752,142752,MEJORAMIENTO DE LA CARRETERA EMP-1NR(YAPATERA)-FATIMA-CHAPICA EL CARMELO- PALO BLANCO-CHILILIQUE ALTO (SALIDA)-PLATANAL ALTO-PAMPA DE RAMADA-HUASIPE-LIMON-TUCAQUE-MASTRANTE-FRIAS; DISTRITO DE FRIAS; DEL DISTRITO DE CHULUCANAS; LAS PROVINCIAS DE MORROPON Y AYABACA DEL DEPARTAMENTO DE PIURA,Sin Ejecución,EXPEDIENTE TÉCNICO,89,0,0,0,4,Extremadamente Riesgosa
