CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,CODIGO_OBRA,NOMBRE_OBRA,EMPRESA_EJECUTORA,EMPRESA_SUPERVISORA,ESTADO_OBRA
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,162027,Reubicación de Redes para la Construcción de la Estación 05 Carmen de la Legua de la Línea 2 Ramal 4 de la Red Básica del Metro de Lima y Callao,NULL,NULL,En Ejecución
2525796,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,162538,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN ANTE INUNDACIONES Y MOVIMIENTO DE MASAS EN LA QUEBRADA HUAYCOLORO; DISTRITO DE SAN ANTONIO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,NULL,NULL,Sin Ejecución
2479971,SANEAMIENTO,AREQUIPA,GOBIERNO LOCAL,163741,OBRA: AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE EN LOS DISTRITOS DE SOCABAYA; SABANDIA Y CHARACATO DE LA PROVINCIA DE AREQUIPA; DEPARTAMENTO DE AREQUIPA,NULL,NULL,Sin Ejecución
2334119,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LAMBAYEQUE,GOBIERNO NACIONAL,164855,"PIP: ""RECUPERACIÓN DE LA CAPACIDADES OPERATIVAS DE LA 7MA BRIGADA DE INFANTERÍA EN LA GUARNICIÓN DE LAMBAYEQUE""",CUBAS RUIZ JORGE NAPOLEON,NULL,Sin Ejecución
2334119,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LAMBAYEQUE,GOBIERNO NACIONAL,164855,"PIP: ""RECUPERACIÓN DE LA CAPACIDADES OPERATIVAS DE LA 7MA BRIGADA DE INFANTERÍA EN LA GUARNICIÓN DE LAMBAYEQUE""",CUBAS RUIZ JORGE NAPOLEON,NULL,Sin Ejecución
2471722,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,LIMA,GOBIERNO NACIONAL,164856,"PIP: ""MEJORAMIENTO DEL SERVICIO DE HABITABILIDAD INSTITUCIONAL Y DE VIVIENDAS DE LAS UNIDADES ACANTONADAS EN EL FUERTE GRAL. DE DIVISIÓN RAFAEL HOYOS RUBIO; UBICADO EN EL DISTRITO DEL RIMAC - DPTO/PROV LIMA - LIMA""",NULL,NULL,Sin Ejecución
2532678,SANEAMIENTO,PIURA,GOBIERNO NACIONAL,164917,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL INTEGRAL DE LA CIUDAD DE SULLANA BELLAVISTA EN LOS DISTRITOS DE SULLANA Y BELLAVISTA DE LA  PROVINCIA DE SULLANA DEPARTAMENTO DE PIURA,NULL,NULL,En Ejecución
2110581,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,16513,Carretera San Marcos Cajabamba- Sausacocha; Tramo: San Marcos - Cajabamba ,NULL,NULL,Finalizado
2479971,SANEAMIENTO,AREQUIPA,GOBIERNO LOCAL,165523,SERVICIO DE CONSULTORIA DE SUPERVISION DE LA OBRA AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE EN LOS DISTRITOS DE SOCABAYA; SABANDIA Y CHARACATO DE LA PROVINCIA DE AREQUIPA; DEPARTAMENTO DE AREQUIPA,NULL,CORPORACION PERUANA DE INGENIERIA SOCIEDAD ANONIMA - CORPEI S.A.,Sin Ejecución
2532763,SANEAMIENTO,PIURA,GOBIERNO NACIONAL,166726,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL INTEGRAL DE LA CIUDAD DE TALARA DEL DISTRITO DE PARIÑAS - PROVINCIA DE TALARA - DEPARTAMENTO DE PIURA,NULL,NULL,En Ejecución
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,166882,"Ejecución de empalmes para liberación de interferencias de redes de agua potable y alcantarillado en la Estación Oscar R. Benavides E-06"".",CONSORCIO COLONIAL;CONSTRUCTORA CABO VERDE S.A. COVERSA(*),NULL,En Ejecución
2501633,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,167630,SUPERVISION DEL EXPEDIENTE TECNICO -AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA SANTA ROSA Y ANCÓN EN LOS DISTRITOS DE SANTA ROSA Y ANCON DE LA PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,NULL,CESEL S A,Sin Ejecución
2509330,AGROPECUARIA,TACNA,GOBIERNO LOCAL,168500,CREACION DEL SERVICIO DE AGUA PARA RIEGO EN LAS COMISIONES DE USUARIOS DE CAIRANI; HUANUARA; QUILAHUANI Y DISTRITO DE CANDARAVE - PROVINCIA DE CANDARAVE - DEPARTAMENTO DE TACNA,NULL,CONSORCIO SUPERVISOR ALPHA,Sin Ejecución
2376184,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,168784,MEJORAMIENTO DE LA CALIDAD DE SERVICIO  DE ABASTECIMIENTO DE AGUA POTABLE  EN LAS LOCALIDADES DE  SULLANA QUERECOTILLO; SALITRAL Y MARCAVELICA  DE LA PROVINCIA DE SULLANA DEPARTAMENTO DE PIURA   ,NULL,CONSORCIO SUPERVISOR SANEAMIENTO SULLANA;CORPORACION PERUANA DE INGENIERIA SOCIEDAD ANONIMA - CORPEI S.A.(*),Sin Ejecución
2524692,ORDEN PÚBLICO Y SEGURIDAD,ICA,GOBIERNO REGIONAL,168881,MEJORAMIENTO Y AMPLIACION DE SERVICIO DE PROTECCION ANTE AVENIDAS EXTREMAS EN LA QUEBRADA CANSAS/CHANCHAJALLA DE LOS SECTORES LOS ROSALES; LA TINGUIÑA Y CHANCHAJALLA DEL DISTRITO DE LA TINGUIÑA - PROVINCIA DE ICA - DEPARTAMENTO DE ICA,NULL,NULL,Sin Ejecución
2309846,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,169496,AMPLIACIÓN Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LOS AA.HH. DE LAS LOCALIDADES DE SULLANA; BELLAVISTA; MARCAVELICA Y QUERECOTILLO DE LA PROVINCIA DE SULLANA DEPARTAMENTO DE PIURA,NULL,CONSORCIO SUPERVISOR MARCAVELICA;FERNANDEZ IDROGO SEGUNDO GRIMANIEL(*),Sin Ejecución
2251269,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,169532,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU - 108 TRAMO: PALIAN - VILCACOTO - ACOPALCA - ABRA HUAYTAPALLANA - PARIAHUANCA; PROVINCIA DE HUANCAYO; DEPARTAMENTO JUNIN (TRAMO PALIAN - PARIAHUANCA),NULL,C &amp; MM INGENIERIA Y CONSTRUCCION S.A.C.(*);CONSORCIO SUPERVISOR CYMM - RBG,En Ejecución
2427358,SALUD,APURIMAC,GOBIERNO NACIONAL,169628,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL TAMBOBAMBA; DISTRITO DE TAMBOBAMBA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,CONSORCIO SUPERVISOR SUREÑO;INSTITUTO DE CONSULTORIA S.A.(*),Sin Ejecución
2427358,SALUD,APURIMAC,GOBIERNO NACIONAL,169628,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL TAMBOBAMBA; DISTRITO DE TAMBOBAMBA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,CONSORCIO SUPERVISOR SUREÑO;INSTITUTO DE CONSULTORIA S.A.(*),Sin Ejecución
2346750,SALUD,CAJAMARCA,GOBIERNO NACIONAL,169751,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL BAMBAMARCA; CENTRO POBLADO DE BAMBAMARCA - DISTRITO DE BAMBAMARCA - PROVINCIA DE HUALGAYOC - REGIÓN CAJAMARCA,CONSORCIO SIERRA Y SELVA;MOLYMACS EL AGUERO E.I.R.L.(*),CONSORCIO SUPERVISOR BAMBAMARCA,En Ejecución
2346750,SALUD,CAJAMARCA,GOBIERNO NACIONAL,169751,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL BAMBAMARCA; CENTRO POBLADO DE BAMBAMARCA - DISTRITO DE BAMBAMARCA - PROVINCIA DE HUALGAYOC - REGIÓN CAJAMARCA,CONSORCIO SIERRA Y SELVA;MOLYMACS EL AGUERO E.I.R.L.(*),CONSORCIO SUPERVISOR BAMBAMARCA,En Ejecución
2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,171562,ACONDICIONAMIENTO DE AMBIENTES PARA LA IMPLEMENTACION DEL CENTRO DE EMPLEO DE LIMA METROPOLITANA - SEDE MTPE,NULL,NULL,Finalizado
2525415,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,171833,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA ÑAÑA DEL DISTRITO DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,NULL,CONSORCIO SUPERVISOR DEL SUR;INGENIEROS CONSULTORES PACCHA S.A.C(*),Sin Ejecución
2525415,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,171833,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA ÑAÑA DEL DISTRITO DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,NULL,CONSORCIO SUPERVISOR DEL SUR;INGENIEROS CONSULTORES PACCHA S.A.C(*),Sin Ejecución
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,"UNITY ESIRE"" EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA(*);CONSORCIO SIWI",CONDOR CARHUAMACA JESUS ALEJANDRO(*);CONSORCIO SUPERVISOR MINECON,Sin Ejecución
2084815,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,174311,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA ,"UNITY ESIRE"" EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA(*);CONSORCIO SIWI",CONDOR CARHUAMACA JESUS ALEJANDRO(*);CONSORCIO SUPERVISOR MINECON,Sin Ejecución
2555903,TRANSPORTE,UCAYALI,GOBIERNO REGIONAL,176267,MEJORAMIENTO DE LA TRANSITABILIDAD VIAL INTERURBANA DE LA CARRETERA DEPARTAMENTAL UC-103 EN EL TRAMO NUEVA REQUENA - SAN JOSÉ EN LOS DISTRITOS DE YARINACOCHA Y NUEVA REQUENA DE LA PROVINCIA DE CORONEL PORTILLO - DEPARTAMENTO DE UCAYALI,NULL,NULL,Sin Ejecución
2560253,SALUD,TUMBES,GOBIERNO REGIONAL,176993,RECONSTRUCCIÓN DEL HOSPITAL DE APOYO SAUL GARRIDO ROSILLO II-1; DISTRITO DE TUMBES - PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,DIESING SOCIEDAD ANONIMA CERRADA INGENIEROS CONSULTORES(*),Sin Ejecución
2560253,SALUD,TUMBES,GOBIERNO REGIONAL,176993,RECONSTRUCCIÓN DEL HOSPITAL DE APOYO SAUL GARRIDO ROSILLO II-1; DISTRITO DE TUMBES - PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,DIESING SOCIEDAD ANONIMA CERRADA INGENIEROS CONSULTORES(*),Sin Ejecución
2539202,SANEAMIENTO,LA LIBERTAD,GOBIERNO NACIONAL,179053,CREACION DEL SERVICIO DE DRENAJE PLUVIAL EN EL AMBITO URBANO DE 5 DISTRITOS DE LA PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD,NULL,NULL,Sin Ejecución
2545188,SANEAMIENTO,LAMBAYEQUE,GOBIERNO NACIONAL,179056,CREACION DEL SERVICIO DE DRENAJE PLUVIAL EN EL ÁMBITO URBANO DE 4 DISTRITOS DE LA PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE,NULL,NULL,En Ejecución
2542271,SANEAMIENTO,PIURA,GOBIERNO NACIONAL,179057,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL DE LA CIUDAD DE PAITA DEL DISTRITO DE PAITA - PROVINCIA DE PAITA - DEPARTAMENTO DE PIURA,NULL,NULL,Sin Ejecución
2542639,SANEAMIENTO,TUMBES,GOBIERNO NACIONAL,179281,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL URBANO EN LOS CENTROS POBLADOS DE TUMBES Y PUEBLO NUEVO; EN LOS DISTRITOS DE TUMBES Y CORRALES DE LA PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES,NULL,NULL,Sin Ejecución
2002060,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,19777,Obra Carretera Puente Chino - Aguaytía; sectores dañados.,NULL,NULL,Finalizado
2055915,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,1985,MEJORAMIENTO DE LA CARRETERA AZANGARO - SAYTOCOCHA - SANDIA - SAN JUAN DEL ORO; TRAMO II: MUÑANI - SAYTOCOCHA,NULL,RODRIGUEZ PAJARES WILLIAM FREDY(*);SUPERVISOR SAYTOCOHA,En Ejecución
2178454,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,21740,MEJORAMIENTO DE LA CARRETERA VARIANTE DE UCHUMAYO; ENTRE EL PUENTE  SAN ISIDRO Y LA VIA DE EVITAMIENTO; DISTRITOS SACHACA; YANAHUARA Y CERRO COLORADO; PROVINCIA DE AREQUIPA-REGION AREQUIPA,NULL,NULL,Finalizado
2282330,PESCA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,28809,INSTALACION DE LA CENTRAL HIDROELECTRICA CHARCANI VII Y SISTEMAS DE INTERCONEXION AL SEIN ,NULL,NULL,Sin Ejecución
2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,29053,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU(*);CONSORCIO VIAL KUELAP,DOHWA ENGINEERING CO. LTD. SUCURSAL DEL PERU,En Ejecución
2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,29053,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU(*);CONSORCIO VIAL KUELAP,DOHWA ENGINEERING CO. LTD. SUCURSAL DEL PERU,En Ejecución
2228738,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,29998,SECTOR I:    AGUAS ARRIBA DEL TRAMO URBANO  (CONTROL DE DESBORDES E INUNDACIONES EN EL RIO ICA Y QUEBRADA CANSAS/CHANCHAJALLA),NULL,CONSORCIO SAN JOSE;DE LA TORRE MORENO EDUARD EFRAIN(*);YAÑEZ RODRIGUEZ JESUS DANIEL,Finalizado
2164051,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,31212,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN,NULL,NULL,Finalizado
2148795,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,3165,MEJORAMIENTO DE LA CARRETERA TA-109: TRAMO TICACO-CANDARAVE; TACNA,NULL,CONSORCIO SUPERVISION ACROMEL;TICONA VARGAS TOMAS(*),Finalizado
2233735,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,32774,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,NULL,MARCILLA MIRANDA MARIANO PERCY,Finalizado
2233735,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,32774,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,NULL,MARCILLA MIRANDA MARIANO PERCY,Finalizado
2110320,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,33358,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PUERTO BERMUDEZ - SAN ALEJANDRO; Tramo: Puerto Sungaro - Dv. San Alejandro,NULL,NULL,Finalizado
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,NULL,BARRIENTOS QUISPE HENRI(*);CONSORCIO RENACER,Sin Ejecución
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,NULL,BARRIENTOS QUISPE HENRI(*);CONSORCIO RENACER,Sin Ejecución
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,NULL,BARRIENTOS QUISPE HENRI(*);CONSORCIO RENACER,Sin Ejecución
2078482,SALUD Y SANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,33681,LOTE 1. PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES; CAMARAS DE BOMBEO; LINEAS DE IMPULSION Y DISPOSICION FINAL,NULL,CONSORCIO LA PLOMADA;JACK RANDY CONSULTORES E.I.R.L.(*),En Ejecución
2130855,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,33900,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL HERMILIO VALDIZAN DE HUANUCO-NIVEL III-1,NULL,CONSORCIO SEÑOR DE BURGOS;JOGAMA CONSULTORIAS Y CONSTRUCCIONES GENERALES E.I.R.L(*),Finalizado
2234996,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,36858,CENTRO DE MANTENIMIENTO AERONATUICO DEL EJERCITO DIVISION DE MANTENIMIENTO MAYOR LA JOYA - AREQUIPA CODIGO DE SNIP 260577,INGENIERIA MANTENIMIENTO CONSTRUCCION Y SERVICIOS S.A.C.-IMCO SERVICIOS S.A.C.,NULL,Finalizado
2251269,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,39565,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU - 108 TRAMO: PALIAN - VILCACOTO - ACOPALCA - ABRA HUAYTAPALLANA - PARIAHUANCA; PROVINCIA DE HUANCAYO; DEPARTAMENTO JUNIN.,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU,NULL,Finalizado
2318537,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,41505,ESTUDIO DE FACTIBILIDAD Y DEFINITIVO PARA LA CONSTRUCCION DE LA VIA DE EVITAMIENTO DE LA CIUDAD DE JULIACA,NULL,CONSORCIO SUPERVISOR HYC-MAB;H Y C INGENIEROS CONSULTORES SOCIEDAD ANONIMA CERRADA - H Y C CONSULTORES S.A.C.(*),Sin Ejecución
2318537,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,41505,ESTUDIO DE FACTIBILIDAD Y DEFINITIVO PARA LA CONSTRUCCION DE LA VIA DE EVITAMIENTO DE LA CIUDAD DE JULIACA,NULL,CONSORCIO SUPERVISOR HYC-MAB;H Y C INGENIEROS CONSULTORES SOCIEDAD ANONIMA CERRADA - H Y C CONSULTORES S.A.C.(*),Sin Ejecución
2188537,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,43380,AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DEL ASTILLERO DE ARSENAL NAVAL DE LA MARINA DE GUERRA DEL PERU EN LA BASE NAVAL DEL CALLAO,NULL,NULL,Finalizado
2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,43642,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300,CONSORCIO VIAL PERU ;CONSTRUCTORA Y MINERA GOLDEN SOCIEDAD ANONIMA CERRADA(*),TOVAR HUANCA ELMER RAUL,En Ejecución
2029683,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,43642,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300,CONSORCIO VIAL PERU ;CONSTRUCTORA Y MINERA GOLDEN SOCIEDAD ANONIMA CERRADA(*),TOVAR HUANCA ELMER RAUL,En Ejecución
2015918,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,45660,Proyecto de Integración Vial Tacna-La Paz; Tramo: Tacna-Collpa (Frontera con Bolivia); Sub Tramo Km 94+000 - Km 144+262.38,NULL,NULL,Finalizado
2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,47658,ESTUDIO DEFINITIVO PARA EL MEJORAMIENTO DE LA CARRETERA SAN MARIA  - SANTA TERESA - HIDROELECTRICA MACHU PICCHU,NULL,Consorcio Supervisor Santa Teresa;LAGESA INGENIEROS CONSULTORES S.A.;OBRAS CIVILES CON CALIDAD TOTAL S.A.C.(*),Sin Ejecución
2489058,TRANSPORTE,LORETO,GOBIERNO REGIONAL,500659,MEJORAMIENTO Y AMPLIACIÓN DE LA INFRAESTRUCTURA VIAL DE LA AVENIDA ABELARDO QUIÑONES EN LOS DISTRITOS DE BELÉN Y SAN JUAN BAUTISTA DE LA PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO,NULL,CONSORCIO SUPERVISION QUIÑONES ET;MURRIETA CORIAT WESTLY REYNERIO(*),Sin Ejecución
2489058,TRANSPORTE,LORETO,GOBIERNO REGIONAL,500659,MEJORAMIENTO Y AMPLIACIÓN DE LA INFRAESTRUCTURA VIAL DE LA AVENIDA ABELARDO QUIÑONES EN LOS DISTRITOS DE BELÉN Y SAN JUAN BAUTISTA DE LA PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO,NULL,CONSORCIO SUPERVISION QUIÑONES ET;MURRIETA CORIAT WESTLY REYNERIO(*),Sin Ejecución
2525722,SALUD,LIMA,GOBIERNO NACIONAL,502191,CREACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL PAPA FRANCISCO DE MANCHAY; DISTRITO DE PACHACAMAC - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,NULL,NULL,Sin Ejecución
2506092,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,505383,CREACION DEL SERVICIO DE PROTECCIÓN ANTE INUNDACIONES EN EL RÍO MALA; EN LOS DISTRITOS DE MALA; SAN ANTONIO; SANTA CRUZ DE FLORES Y CALANGO - 4 DISTRITOS DE LA PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,NULL,NULL,Sin Ejecución
2527677,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,505394,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCION FRENTE A INUNDACIONES EN AMBAS MARGENES DEL RIO CHANCAY - TRAMO PUENTE SAN CARLOS - DISTRITO DE LLAMA - DEPARTAMENTO DE CAJAMARCA ; HASTA LA DESEMBOCADURA DEL MAR EN LOS DISTRITOS DE ETEN ; CHONGOYAPE ; MONSEFU ; PATAPO ; POMALCA ; PUCALA ; REQUE ; SAÑA ; TUMAN - 9 DISTRITOS DE LA PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE,NULL,NULL,Sin Ejecución
2305241,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,51734,AMPLIACIÓN Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 311; 313; 330; 310; 312; 314; 300; 307; 319; 324 Y 301 NUEVA RINCONADA - DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARÍA DEL TRIUNFO Y VILLA EL SALVADOR- ETAPA 1 ,2H INGENIERIA Y CONSTRUCCION S.A.C.(*);Consorcio San Miguel; integrado por: 2H Ingeniería y Construcción SAC; China Machinery Engineering Corporation y Sigma S.A. Contratistas Generales,NULL,En Ejecución
2305241,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,51734,AMPLIACIÓN Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS SECTORES 311; 313; 330; 310; 312; 314; 300; 307; 319; 324 Y 301 NUEVA RINCONADA - DISTRITOS DE SAN JUAN DE MIRAFLORES; VILLA MARÍA DEL TRIUNFO Y VILLA EL SALVADOR- ETAPA 1 ,2H INGENIERIA Y CONSTRUCCION S.A.C.(*);Consorcio San Miguel; integrado por: 2H Ingeniería y Construcción SAC; China Machinery Engineering Corporation y Sigma S.A. Contratistas Generales,NULL,En Ejecución
