CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,CODIGO_OBRA,NOMBRE_OBRA,EMPRESA_EJECUTORA,EMPRESA_SUPERVISORA,ESTADO_OBRA
2173121,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130338,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PE-3N LONGITUDINAL DE LA SIERRA NORTE; TRAMO COCHABAMBA - CUTERVO - SANTO DOMINGO DE LA CAPILLA - CHIPLE,NULL,NULL,Sin Ejecución
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130452,INSTALACIÓN DEL PUENTE MODULAR COCHAPETI; DISTRITO DE CACERES DEL PERU; PROVINCIA DE SANTA; REGIÓN ANCASH.,CONCRETTA CONSTRUCTORA E INMOBILIARIA SAC;CONSORCIO IBERPERU;CONSORCIO PUENTES MODULARES;ECOPSA PERU INGENIERIA Y CONSTRUCCION S.A.C. - ECOPSA PERU S.A.C.(*);EDIFICACIONES MONTJOY O.CONTRATISTAS GENERALES SOCIEDAD ANONIMA - EDIMOCG S.A.(*),NULL,Finalizado
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130759,INSTALACIÓN DEL PUENTE MODULAR LOS ARABES; DISTRITO Y PROVINCIA DE HUARMEY; REGIÓN ANCASH.,CONSORCIO DE PUENTES;CONSORCIO PUENTES NACIONALES;EMPRESA CONSTRUCTORA DEL PERU S.A.C.(*);MOTTA CONSTRUCCIONES E.IR.L.(*);SALGON INGENIEROS S.R.L(*);SGS,ROJAS MAMANI DIONISIO,Sin Ejecución
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130759,INSTALACIÓN DEL PUENTE MODULAR LOS ARABES; DISTRITO Y PROVINCIA DE HUARMEY; REGIÓN ANCASH.,CONSORCIO DE PUENTES;CONSORCIO PUENTES NACIONALES;EMPRESA CONSTRUCTORA DEL PERU S.A.C.(*);MOTTA CONSTRUCCIONES E.IR.L.(*);SALGON INGENIEROS S.R.L(*);SGS,ROJAS MAMANI DIONISIO,Sin Ejecución
2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130764,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO,NULL,NULL,Sin Ejecución
2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130764,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO,NULL,NULL,Sin Ejecución
2493096,TRANSPORTE,ANCASH,GOBIERNO LOCAL,130851,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DE LA CARRETERA DEPARTAMENTAL AN-106-100KM TRAMO (YUNGAY; LLANGANUCO; YANAMA VAQUERIA; PUENTE LLACMA) EN LOS DISTRITOS DE YUNGAY Y YANAMA; DE LA PROVINCIA DE YUNGAY,NULL,NULL,Sin Ejecución
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,130909,INSTALACIÓN DEL PUENTE MODULAR CEMENTERIO; DISTRITO CHIMBOTE PROVINCIA DE SANTA; REGIÓN ANCASH.,NULL,JELCH INGENIEROS E.I.R.L.;YIP INGENIEROS CONSULTORES S.A.C.,Finalizado
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,131498,INSTALACIÓN DEL PUENTE MODULAR EL INGENIO;; DISTRITO ANGASMARCA; PROVINCIA DE SANTIAGO DE CHUCO; REGIÓN LA LIBERTAD.,CONSORCIO JIREH;ECOPERU CONSTRUCTORA S.A.C.(*),NULL,Finalizado
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,131543,INSTALACIÓN DEL PUENTE MODULAR TAMBO REAL; DISTRITO CHIMBOTE; PROVINCIA DE SANTA; REGIÓN ANCASH.,CONSORCIO ANCASH;CONSORCIO P Y C EJECUTORES;MOTTA CONSTRUCCIONES E.IR.L.(*);PACIFIC INVERSIONES SOCIEDAD ANONIMA(*),CHAMPI YANQUI LUIS;YIP INGENIEROS CONSULTORES S.A.C.,Finalizado
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,131543,INSTALACIÓN DEL PUENTE MODULAR TAMBO REAL; DISTRITO CHIMBOTE; PROVINCIA DE SANTA; REGIÓN ANCASH.,CONSORCIO ANCASH;CONSORCIO P Y C EJECUTORES;MOTTA CONSTRUCCIONES E.IR.L.(*);PACIFIC INVERSIONES SOCIEDAD ANONIMA(*),CHAMPI YANQUI LUIS;YIP INGENIEROS CONSULTORES S.A.C.,Finalizado
2471736,AGROPECUARIA,SAN MARTIN,GOBIERNO LOCAL,131605,MEJORAMIENTO DE LA INFRAESTRUCTURA DE RIEGO DEL CANAL DE IRRIGACIÓN MARGEN IZQUIERDA DEL RÍO SISA DE LOS DISTRITOS DE SAN PABLO; SAN HILARION; PUERTO RICO Y DISTRITO DE CASPISAPA - PROVINCIA DE PICOTA - DEPARTAMENTO DE SAN MARTIN ,NULL,NULL,Sin Ejecución
2425240,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,132111,INSTALACIÓN DEL PUENTE MODULAR CAPULI; DISTRITO MACHE; PROVINCIA DE LA OTUZCO; REGIÓN LA LIBERTAD.,NULL,JELCH INGENIEROS E.I.R.L.;ROJAS MAMANI DIONISIO,Finalizado
2472603,TRANSPORTE,PIURA,GOBIERNO NACIONAL,132120,CONSTRUCCION DE PUENTES POR REEMPLAZO EN SULLANA TAMBOGRANDE PAIMAS,NULL,NULL,Sin Ejecución
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,133488,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA PARA ELABORACION DE TRES EXPEDIENTES TECNICOS DE LAS U.P. 59 CASERIO PASHUL ALTO; UP  87A  ANEXO PAJONAL Y CHUSPIRCA DE LIMON DE PORCUYA; UP  28 ANEXO PAMPA GRANDE DEL CASERIO LA TIZA    PROYECTO HUARMACA ,NULL,NULL,Sin Ejecución
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,133488,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA PARA ELABORACION DE TRES EXPEDIENTES TECNICOS DE LAS U.P. 59 CASERIO PASHUL ALTO; UP  87A  ANEXO PAJONAL Y CHUSPIRCA DE LIMON DE PORCUYA; UP  28 ANEXO PAMPA GRANDE DEL CASERIO LA TIZA    PROYECTO HUARMACA ,NULL,NULL,Sin Ejecución
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,133753,INTERVENCIÓN EN POZO DE ATAQUE; ESTACIÓN GAMBETTA E-1; ESTACIÓN CANTA CALLAO E-2; ESTACIÓN BOCANEGRA E-3; POZO DE VENTILACIÓN 1 - PV4 -1; POZO DE VENTILACIÓN 2 - PV4 -2,NULL,NULL,Finalizado
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,133755,INTERVENCIÓN EN ESTACIÓN AEROPUERTO E-4; ESTACIÓN CARMEN DE LA LEGUA E-8; POZO DE VENTILACIÓN 3 - PV4 -3; POZO DE VENTILACIÓN 4 - PV4 -4; POZO DE VENTILACIÓN 7 - PV4 -7B,NULL,NULL,Finalizado
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,133756,INTERVENCIÓN EN LA ESTACIÓN EL OLIVAR E-5 Y ESTACIÓN QUILCA E-6,NULL,NULL,Finalizado
2393366,TRANSPORTE,ICA,GOBIERNO NACIONAL,133911,MEJORAMIENTO Y AMPLIACIÓN DE LA CARRETERA PE-1S; TRAMO: GUADALUPE - ICA - DV. OCUCAJE; EN LOS DISTRITOS DE ICA; SANTIAGO Y OCUCAJE DE LA PROVINCIA DE ICA - DEPARTAMENTO DE ICA,NULL,NULL,Sin Ejecución
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,CONSORCIO VIRGEN DE LA CANDELARIA -SIT;OSCAR MANUEL DELGADO PUENTE DE LA VEGA S .C.R.L.(*),CONSORCIO SUPERVISOR AREQUIPA;J Y R ASESORES CONSULTORES GENERALES DE CONSTRUCCION E.I.R.L.(*),Finalizado
2080694,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,134497,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS,CONSORCIO VIRGEN DE LA CANDELARIA -SIT;OSCAR MANUEL DELGADO PUENTE DE LA VEGA S .C.R.L.(*),CONSORCIO SUPERVISOR AREQUIPA;J Y R ASESORES CONSULTORES GENERALES DE CONSTRUCCION E.I.R.L.(*),Finalizado
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,134953,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha,NULL,NULL,Finalizado
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,134953,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha,NULL,NULL,Finalizado
2357438,ORDEN PÚBLICO Y SEGURIDAD,PUNO,GOBIERNO REGIONAL,135093,Servicio de Consultoría para la elaboración del Expediente Técnico del Proyecto: Creación del servicio de protección contra inundaciones en la localidad de Juliaca; márgenes derecha e izquierda del rio Coata progresiva Km 0 000-22 500; servicios Unacolla Maravilla y Cacachi de los distritos de Juliaca; San Miguel provincia de San Román; departamento de Puno.,NULL,CONSORCIO COATA;PROYECTO VERDE ASESORES Y CONSULTORES S.A.C.(*),Sin Ejecución
2357438,ORDEN PÚBLICO Y SEGURIDAD,PUNO,GOBIERNO REGIONAL,135093,Servicio de Consultoría para la elaboración del Expediente Técnico del Proyecto: Creación del servicio de protección contra inundaciones en la localidad de Juliaca; márgenes derecha e izquierda del rio Coata progresiva Km 0 000-22 500; servicios Unacolla Maravilla y Cacachi de los distritos de Juliaca; San Miguel provincia de San Román; departamento de Puno.,NULL,CONSORCIO COATA;PROYECTO VERDE ASESORES Y CONSULTORES S.A.C.(*),Sin Ejecución
2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,135454,MEJORAMIENTO DE LA CARRETERA SANTA MARIA SANTA TERESA PUENTE HIDROELECTRICA MACHU PICCHU,CHINA CIVIL ENGINEERING CONSTRUCTION CORPORATION SUCURSAL DEL PERU;CONSORCIO CARRETERA CUSCO,NULL,En Ejecución
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,137209,"""REUBICACIÓN DE LA INFRAESTRUCTURA  DEL COMPLEJO POLIDEPORTIVO SAN COSME AFECTADA POR EL ÁREA DE CONCESIÓN DE LA ESTACIÓN E17-NICOLÁS AYLLÓN""",RIBBECK CHUNGA JIMMY ROBERTH,NULL,Finalizado
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,137209,"""REUBICACIÓN DE LA INFRAESTRUCTURA  DEL COMPLEJO POLIDEPORTIVO SAN COSME AFECTADA POR EL ÁREA DE CONCESIÓN DE LA ESTACIÓN E17-NICOLÁS AYLLÓN""",RIBBECK CHUNGA JIMMY ROBERTH,NULL,Finalizado
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,137213,REUBICACIÓN DE LOS SERVICIOS HIGIÉNICOS PÚBLICOS QUE INTERFIERE AL ÁREA DE CONCESIÓN DE LA ESTACIÓN E-14  PLAZA MANCO CAPAC,IPG-INGENIERIA INTEGRAL SAC,NULL,Finalizado
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138320,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI,CONSORCIO VIAL WARI;IPESA HYDRO S.A.(*),TEC-CUATRO S.A.  - SUCURSAL PERU,En Ejecución
2027711,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138320,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI,CONSORCIO VIAL WARI;IPESA HYDRO S.A.(*),TEC-CUATRO S.A.  - SUCURSAL PERU,En Ejecución
2161813,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138910,BIOMEDICO MEJORADO - VIDENA,NULL,NULL,Finalizado
2470680,TRANSPORTE,PIURA,GOBIERNO NACIONAL,138923,MEJORAMIENTO DE LA CARRETERA RUTA PE-1N T; TRAMO: PAIMAS - AYABACA - EMP. PE-3N (SOCCHABAMBA),NULL,NULL,Sin Ejecución
2494306,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,138963,CONSTRUCCION DE COLECTOR PRIMARIO; EN EL(LA) TRAMO DEL COLECTOR CIRCUNVALACIÓN DESDE LA AV. SANTIAGO DE SURCO CON AV. LOS PROCERES DISTRITO SANTIAGO DE SURCO HASTA LA AV. SANTA ROSA CON AV. SANTA TERESA  DISTRITO DE CHORRILLOS; PROVINCIA LIMA; DEPARTAMENTO LIMA,NULL,NULL,Sin Ejecución
2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138996,CREACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL DEL ALTIPLANO DE LA REGIÓN PUNO-ESSALUD EN EL DISTRITO DE PUNO; PROVINCIA DE PUNO Y DEPARTAMENTO DE PUNO,CHINA RAILWAY N° 10 ENGINEERING GROUP CO.; LTD SUCURSAL DEL PERU(*),NULL,En Ejecución
2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138999,CREACION DE LOS SERVICIOS DEL HOSPITAL ESPECIALIZADO EN LA RED ASISTENCIAL CAJAMARCA-ESSALUD; DISTRITO DE CAJAMARCA; PROVINCIA DE CAJAMARCA; DEPARTAMENTO DE CAJAMARCA,SINOHYDRO CORPORATION LIMITED; SUCURSAL DEL PERU,NULL,En Ejecución
2395022,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,139004,MEJORAMIENTO Y AMPLIACION DE LOS COLECTORES PRIMARIOS EN EL AREA DE DRENAJE DE LOS COLECTORES COMAS Y CHILLÓN; DISTRITOS: CARABAYLLO; COMAS; LOS OLIVOS; SAN MARTIN DE PORRES E INDEPENDENCIA ; 5 DISTRITOS DE LA PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,NULL,NULL,Sin Ejecución
2163489,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,139063,"OBRA ""RECUPERACIÓN DEL SERVICIO DE INSTRUCCIÓN BÁSICA DE VUELOS EN AERONAVES DE ALA FIJA DE LA FAP - GRUPO 51 EN LA BASE AÉREA FAP CAPITÁN ELÍAS OLIVERA - PISCO - ICA""",NULL,NULL,Sin Ejecución
2190272,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,139381,Construcción de Movimiento de Tierras en mejoramiento y ampliación del servicio Aeroportuario en la región Cusco mediante el nuevo Aeropuerto Internacional de Chinchero Cusco,NULL,NULL,En Ejecución
2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,140616,CONSTRUCCION E IMPLEMENTACION DEL NUEVO CENTRO DE EMPLEO DE ICA - SEGUNDA ETAPA (CONSTRUCCION),NULL,NULL,Finalizado
2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,140616,CONSTRUCCION E IMPLEMENTACION DEL NUEVO CENTRO DE EMPLEO DE ICA - SEGUNDA ETAPA (CONSTRUCCION),NULL,NULL,Finalizado
2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,140616,CONSTRUCCION E IMPLEMENTACION DEL NUEVO CENTRO DE EMPLEO DE ICA - SEGUNDA ETAPA (CONSTRUCCION),NULL,NULL,Finalizado
2378135,PESCA,PIURA,GOBIERNO REGIONAL,140660,MEJORAMIENTO DE LA RUTA DEPARTAMENTAL PI 127 DISTRITOS DE CATACAOS LA ARENA  LA UNION Y VICE PROVINCIAS DE PIURA Y SECHURA DEPARTAMENTO PIURA,NULL,SALINAS RETO PATRICIA INES,Sin Ejecución
2378135,PESCA,PIURA,GOBIERNO REGIONAL,140660,MEJORAMIENTO DE LA RUTA DEPARTAMENTAL PI 127 DISTRITOS DE CATACAOS LA ARENA  LA UNION Y VICE PROVINCIAS DE PIURA Y SECHURA DEPARTAMENTO PIURA,NULL,SALINAS RETO PATRICIA INES,Sin Ejecución
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141090,Construcción del Centro de Operaciones de Moscas de la Fruta-Baños del Inca en Cajamarca,NULL,NULL,Finalizado
2343984,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141090,Construcción del Centro de Operaciones de Moscas de la Fruta-Baños del Inca en Cajamarca,NULL,NULL,Finalizado
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141091,Construcción del Centro de Procesamiento Primario de Muestras Ica,NULL,NULL,Finalizado
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141091,Construcción del Centro de Procesamiento Primario de Muestras Ica,NULL,NULL,Finalizado
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141092,Construcción del Centro de Procesamiento Primario de Muestras Arequipa,NULL,NULL,Finalizado
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141092,Construcción del Centro de Procesamiento Primario de Muestras Arequipa,NULL,NULL,Finalizado
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141093,Construcción del Laboratorio de Crianza de Insectos Benéficos y Hospederos Ate,NULL,NULL,Finalizado
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141093,Construcción del Laboratorio de Crianza de Insectos Benéficos y Hospederos Ate,NULL,NULL,Finalizado
2344004,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141094,Remodelación y Ampliación del Laboratorio de Microbiología La Molina,NULL,NULL,Finalizado
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,141104,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 ,CHINA RAILWAY N° 10 ENGINEERING GROUP CO.; LTD SUCURSAL DEL PERU(*);CONSORCIO VIAL CAYLLOMA,CONSULGAL - CONSULTORES DE ENGENHARIA E GESTAO; S.A. - SUCURSAL DEL PERU,Finalizado
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,141104,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 ,CHINA RAILWAY N° 10 ENGINEERING GROUP CO.; LTD SUCURSAL DEL PERU(*);CONSORCIO VIAL CAYLLOMA,CONSULGAL - CONSULTORES DE ENGENHARIA E GESTAO; S.A. - SUCURSAL DEL PERU,Finalizado
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,NULL,CHAVEZ BRAVO DAGOBERTO;ROMAN VASQUEZ BENITO URIBE,En Ejecución
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,NULL,CHAVEZ BRAVO DAGOBERTO;ROMAN VASQUEZ BENITO URIBE,En Ejecución
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,NULL,CHAVEZ BRAVO DAGOBERTO;ROMAN VASQUEZ BENITO URIBE,En Ejecución
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,NULL,CHAVEZ BRAVO DAGOBERTO;ROMAN VASQUEZ BENITO URIBE,En Ejecución
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,NULL,CHAVEZ BRAVO DAGOBERTO;ROMAN VASQUEZ BENITO URIBE,En Ejecución
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,141153,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,NULL,CHAVEZ BRAVO DAGOBERTO;ROMAN VASQUEZ BENITO URIBE,En Ejecución
2511978,SALUD,ANCASH,GOBIERNO NACIONAL,141280,RECUPERACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL APOYO CASMA II-1; DISTRITO DE CASMA; PROVINCIA CASMA; REGIÓN ANCASH,NULL,NULL,En Ejecución
2362485,SALUD,ANCASH,GOBIERNO REGIONAL,141282,MEJORAMIENTO Y AMPLIACION LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO DE CARAZ SAN JUAN DE DIOS; BARRIO DE MANCHURIA; CENTRO POBLADO DE CARAZ - DISTRITO DE CARAZ - PROVINCIA DE HUAYLAS; DEPARTAMENTO DE ANCASH,NULL,NULL,En Ejecución
2496772,ORDEN PÚBLICO Y SEGURIDAD,TUMBES,GOBIERNO NACIONAL,141923,CREACION DE SERVICIO DE PROTECCION FRENTE A INUNDACIONES EN AMBAS MARGENES DEL RIO TUMBES; EN TRAMOS VULNERABLES DESDE LA ESTACION EL TIGRE HASTA LA SALIDA AL MAR; EN LOS DISTRITOS DE PAMPAS DE HOSPITAL; SAN JACINTO; SAN JUAN DE LA VIRGEN; CORRALES Y TUMBES; PROVINCIA DE TUMBES; DEPARTAMENTO DE TUMBES,NULL,NULL,Sin Ejecución
2499886,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,141926,CREACION DEL SERVICIO DE PROTECCIÓN EN LAS RIBERAS DEL RÍO HUAURA VULNERABLE ANTE PELIGRO DE INUNDACIONES EN LAS LOCALIDADES DE 5 DISTRITOS DE LA PROVINCIA DE OYON Y 6 DISTRITOS DE LA PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA - PAQUETE 01,NULL,NULL,En Ejecución
2498739,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,141927,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES DEL RÍO CAÑETE ENTRE EL TRAMO DESEMBOCADURA DEL RIO CAÑETE - LOCALIDAD DE PAULLO EN LOS DISTRITOS DE SAN VICENTE DE CAÑETE; NUEVO IMPERIAL Y LUNAHUANA DE LA  PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA - PAQUETE 01,NULL,NULL,En Ejecución
2510582,TRANSPORTE,PIURA,GOBIERNO REGIONAL,142752,MEJORAMIENTO DE LA CARRETERA EMP-1NR(YAPATERA)-FATIMA-CHAPICA EL CARMELO- PALO BLANCO-CHILILIQUE ALTO (SALIDA)-PLATANAL ALTO-PAMPA DE RAMADA-HUASIPE-LIMON-TUCAQUE-MASTRANTE-FRIAS; DISTRITO DE FRIAS; DEL DISTRITO DE CHULUCANAS; LAS PROVINCIAS DE MORROPON Y AYABACA DEL DEPARTAMENTO DE PIURA,NULL,CALLE RENTERIA VICTOR AUGUSTO(*);CONSORCIO CARMELO,Sin Ejecución
2510582,TRANSPORTE,PIURA,GOBIERNO REGIONAL,142752,MEJORAMIENTO DE LA CARRETERA EMP-1NR(YAPATERA)-FATIMA-CHAPICA EL CARMELO- PALO BLANCO-CHILILIQUE ALTO (SALIDA)-PLATANAL ALTO-PAMPA DE RAMADA-HUASIPE-LIMON-TUCAQUE-MASTRANTE-FRIAS; DISTRITO DE FRIAS; DEL DISTRITO DE CHULUCANAS; LAS PROVINCIAS DE MORROPON Y AYABACA DEL DEPARTAMENTO DE PIURA,NULL,CALLE RENTERIA VICTOR AUGUSTO(*);CONSORCIO CARMELO,Sin Ejecución
2234988,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,142784,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PALLASCA-MOLLEPATA-MOLLEBAMBA-SANTIAGO DE CHUCO-EMP. RUTA 10; TRAMO: SANTIAGO DE CHUCO-CACHICADAN-MOLLEPATA,NULL,NULL,Finalizado
2495613,TRANSPORTE,CALLAO,GOBIERNO NACIONAL,142811,CREACION DEL ANTEPUERTO DEL CALLAO Y MEJORAMIENTO DE VIAS DE ACCESO AL PUERTO Y ANTEPUERTO CALLAO DEL DISTRITO DE CALLAO - PROVINCIA CONSTITUCIONAL DEL CALLAO - DEPARTAMENTO DE CALLAO,NULL,CESEL S A,Sin Ejecución
