CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,PROCESO,OBJETO_PROCESO,CODIGO_OBRA,NOMBREOBRA,METODO_CONTRATACION,TIEMPO_ABSOLUCION_CONSULTAS,TIEMPO_PRESENTACION_OFERTAS,CODIGO_RUC,RAZON_SOCIAL,CONVOCATORIA_PROCESO_GANADO,MIEMBROS_DE_COMITE,TotalProcesosParticipantes,CODIGO_CONTRATO,NUMERO_CONTRATO,MONTO_CONTRACTUAL,MONTO_REFERENCIAL,MONTO_OFERTADO_PROMEDIO
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-708529-2062106-108914,3,Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Adjudicación Simplificada,0,0,20496159811,QIAN BEI S.R.L.(*),708529," AMPUERO ESTRADA ROSALIA, BENAVENTE ROMERO CARLOS EDY, CUENTAS LEANDRO GILMAR JORGE, FLORES FIGUEROA CARLOS, RAMAL CAMPOMANES PEDRO MANUEL, SILUPU ALVARADO SARA EDITH",140,2062106,31-2021,4500284.6,9437546.72,4294272.88
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-708529-2062106-108914,3,Obra,108914,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS,Adjudicación Simplificada,0,0,20601798736,CONSORCIO SAN MATEO,708529," AMPUERO ESTRADA ROSALIA, BENAVENTE ROMERO CARLOS EDY, CUENTAS LEANDRO GILMAR JORGE, FLORES FIGUEROA CARLOS, RAMAL CAMPOMANES PEDRO MANUEL, SILUPU ALVARADO SARA EDITH",41,2062106,31-2021,4500284.6,9437546.72,4294272.88
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-735026-2078047-108917,7,Consultoría de Obra,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,Adjudicación Simplificada,0,0,10416449177,MENDOZA VIDAL CESAR AUGUSTO,735026," BENAVENTE ROMERO CARLOS EDY, CUENTAS LEANDRO GILMAR JORGE, ESTRADA MARTINEZ JAQUELINE, FLORES FIGUEROA CARLOS ANTONIO, JIMENEZ CAYO EDER GUZMAN, SILUPU ALVARADO SARA EDITH",67,2078047,50-2021,171289.98,190322.2,171289.98
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-843214-2161653-108917,5,Obra,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,Licitación Pública,0,0,20487980049,MARY & HERMANOS CONSULTORES Y EJECUTORES S.R.L.(*),843214," AMPUERO ESTRADA ROSALIA MILAGROS, BENAVENTE ROMERO CARLOS EDY, CUENTAS LEANDRO GILMAR JORGE, FLORES FIGUEROA CARLOS ANTONIO, JIMENEZ CAYO EDER GUZMAN, SILUPU ALVARADO SARA EDITH",9,2161653,CONTRATO N° 069-2022/VIVIENDA/VMCS/PNSU,6225019.05,6916687.83,6225019.08
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-843214-2161653-108917,5,Obra,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,Licitación Pública,0,0,20600625498,CONSORCIO SAN ISIDRO - HUARMACA,843214," AMPUERO ESTRADA ROSALIA MILAGROS, BENAVENTE ROMERO CARLOS EDY, CUENTAS LEANDRO GILMAR JORGE, FLORES FIGUEROA CARLOS ANTONIO, JIMENEZ CAYO EDER GUZMAN, SILUPU ALVARADO SARA EDITH",24,2161653,CONTRATO N° 069-2022/VIVIENDA/VMCS/PNSU,6225019.05,6916687.83,6225019.08
2193247,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,2193247-280513-878659-2170813-108917,7,Consultoría de Obra,108917,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO,Concurso Público,0,0,20605087966,CONSULTORIA SGLA S.A.C.,878659," AMPUERO ESTRADA ROSALIA MILAGROS, CUENTAS LEANDRO GILMAR JORGE, FLORES FIGUEROA CARLOS ANTONIO, LEON LAPA ROBERTO, SAENZ LOPEZ RODOLFO ARMANDO, SILUPU ALVARADO SARA EDITH",105,2170813,CONTRATO N° 08-2023/VIVIENDA/VMCS/PNSU,670312.95,744792.16,670312.95
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-739874-2096798-121881,4,Obra,121881,MEJORAMIENTO DE LA CARRETERA HUANCAVELICA - YAULI - PUCAPAMPA (RUTA HV - 112),Licitación Pública,0,0,20600977661,CHINA RAILWAY TUNNEL GROUP CO.; LTD SUCURSAL DEL PERU,739874," CHANCASANAMPA PACHECO PAUL, ESPLANA BOZA RAUL, ORE FLORES DIANA, PACO CHIPANA WILLIAM, QUISPE CHAMORRO WILSER VIDAL, SANCHEZ AQUINO FLOR ZENAIDA, VARJE ESTEBAN LYDDON BENI",45,2096798,CONTRATAO N° 001-2022/ORA,168571515.9,187301684.4,168571515.9
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-770422-2110390-121881,107,Consultoría de Obra,121881,MEJORAMIENTO DE LA CARRETERA HUANCAVELICA - YAULI - PUCAPAMPA (RUTA HV - 112),Adjudicación Simplificada,0,0,20536290916,CONSORCIO SUPERVISOR TRASSO VIAL,770422," ESTARES CAMPOS GUSTAVO TOLENTINO, MATTOS GILVONIO ARTURO JESUS, OCHOA ALIAGA FERRARI MARCO AURELIO, ORE FLORES DIANA, QUISPE CHAMORRO WILSER VIDAL, RAMOS GONZALES NESTOR NICOLAS",28,2110390,CONTRATO N° 023-2022/ORA,6625297.89,7361442.09,6625297.89
2193411,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2193411-205868-770422-2110390-121881,107,Consultoría de Obra,121881,MEJORAMIENTO DE LA CARRETERA HUANCAVELICA - YAULI - PUCAPAMPA (RUTA HV - 112),Adjudicación Simplificada,0,0,20570706170,RBG INGENIEROS S.A.C.(*),770422," ESTARES CAMPOS GUSTAVO TOLENTINO, MATTOS GILVONIO ARTURO JESUS, OCHOA ALIAGA FERRARI MARCO AURELIO, ORE FLORES DIANA, QUISPE CHAMORRO WILSER VIDAL, RAMOS GONZALES NESTOR NICOLAS",229,2110390,CONTRATO N° 023-2022/ORA,6625297.89,7361442.09,6625297.89
2193999,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2193999-202849-850228-2150802-64289,1,Obra,64289,ELABORACION EXPEDIENTE TECNICO Y CONSTRUCCION NUEVA BASE AERONAVAL DEL CALLAO,Contratación Directa,0,0,20606454229,INGENIERIA PROYECTOS Y CONSTRUCCIONES IPC SUCURSAL  DEL PERU,850228,NULL,3,2150802,CONTRATO  DIRCOMAT N° 174-2022,29564513.65,29694011.11,29564513.65
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-645029-2000154-59304,52,Consultoría de Obra,59304,Mejoramiento de la Carretera Viscachani; Callalli; Sibayo; Caylloma; Provincia de Caylloma; Región Arequipa SNIP 231989,Contratación Directa,0,0,20100205816,CONSULTORA E INMOBILIARIA VOLCAN S A,645029,NULL,26,2000154,63-2020-GRA,1201000,1201000,1201000
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-669343-2022593-84300,91,Consultoría de Obra,84300,MEJORAMIENTO DE LA CARRETERA VISCACHANI - CALLALI - SIBAYO - CAYLLOMA; PROVINCIA CAYLLOMA; REGIÓN AREQUIPA - SEGUNDA ETAPA TRAMO 01 KM. 0000 - KM. 0360) TRAMO 02 KM. 74.500 - KM. 98.500 ,Contratación Directa,0,0,10238827928,CONSORCIO VIAL CAYLLOMA,669343,NULL,39,2022593,N 094-2020-GRA,195524.82,195726.6,195524.82
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-669343-2022593-84300,91,Consultoría de Obra,84300,MEJORAMIENTO DE LA CARRETERA VISCACHANI - CALLALI - SIBAYO - CAYLLOMA; PROVINCIA CAYLLOMA; REGIÓN AREQUIPA - SEGUNDA ETAPA TRAMO 01 KM. 0000 - KM. 0360) TRAMO 02 KM. 74.500 - KM. 98.500 ,Contratación Directa,0,0,10296539967,ABARCA QUISPE AMILCAR(*),669343,NULL,24,2022593,N 094-2020-GRA,195524.82,195726.6,195524.82
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-709352-2073447-141104,1,Obra,141104,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 ,Licitación Pública,0,0,20563373009,CONSORCIO VIAL CAYLLOMA,709352,NULL,60,2073447,CONTRATO N° 125-2021-GRA,189820194.4,210911327.1,191531663
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-709352-2073447-141104,1,Obra,141104,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 ,Licitación Pública,0,0,20601116082,CHINA RAILWAY N° 10 ENGINEERING GROUP CO.; LTD SUCURSAL DEL PERU(*),709352,NULL,100,2073447,CONTRATO N° 125-2021-GRA,189820194.4,210911327.1,191531663
2194709,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2194709-231989-739211-2108440-141104,5,Consultoría de Obra,141104,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 ,Concurso Público,0,0,20601626510,CONSULGAL - CONSULTORES DE ENGENHARIA E GESTAO; S.A. - SUCURSAL DEL PERU,739211," CALDERON COHAILA GEANFRANCO, CARI MAMANI JESUS ALBERTO, CHIGUAY COPA HAROLD AUGUSTO, GUTIERREZ TORRES JULIO FRAN, LAUCATA RAMIREZ GEORGE GUILIAN, LLERENA TORRES JAMES, MAMANI PARI JUAN MANUEL, PALOMINO BURGOS GUILLERMO ABAD, PINTO BACA FRANKLIN, TAIPE HUISA LUIS ALBERTO, VILLASANTE SARAVIA WALTER MARCIAL",142,2108440,CONTRATO 26-2022-GRA,13287413.61,14763792.89,13287413.61
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2194993-255906-747262-2084411-134953,1,Obra,134953,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha,Adjudicación Simplificada,0,0,20600509790,ACTIVIDADES MEDIOAMBIENTALES Y CONSTRUCCION ORIENTE S.A.C.,747262," BALCAZAR CORDOVA JUAN MANUEL, CARRANZA CORDOVA LEANDER LUIZ, CRUZ LUIS JUANCARLOS ALEJANDRO, LYNCH MERA KENNETH ROGER, ORIHUELA DE LA CALLE DIANA CAROLINA, QUISPE CORONADO JUAN JOSE",14,2084411,CONTRATO 001-2021-INIA-PNIA,886412.1,984902.33,910102.4
2194993,ADMINISTRACION Y PLANEAMIENTO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2194993-255906-811767-2128027-134953,1,Obra,134953,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha,Adjudicación Simplificada,0,0,20600509790,ACTIVIDADES MEDIOAMBIENTALES Y CONSTRUCCION ORIENTE S.A.C.,811767," BALCAZAR CORDOVA JUAN MANUEL, HINOSTROZA BRUNO MARTHA MARIELA, INJANTE SILVA PEDRO HUGO, LEDESMA MERCADO JHONATAN, LYNCH MERA KENNETH ROGER, ORTIZ MORERA NARDA CECILIA",14,2128027,001-2022-INIA-PNIA,476031.72,528924.13,483676.93
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2195373-290489-650901-2060462-33536,8,Consultoría de Obra,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,Concurso Público,0,0,10282442243,BARRIENTOS QUISPE HENRI(*),650901," CISNEROS AYALA ROLANDO, GOMEZ OLIVARES RODRIGO IDER, HUAMAN MEJIA FELIX ANTONIO, HUAYCHA CAYLLAHUA FAVIO, PRADO LEON TEOFILO, VELIZ FLORES ARISTIDES GONZALO",388,2060462,179-2020-GRA-SEDECENTRAL-OAPF,736520.37,818355.96,736520.37
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2195373-290489-650901-2060462-33536,8,Consultoría de Obra,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,Concurso Público,0,0,20138008801,CONSORCIO RENACER,650901," CISNEROS AYALA ROLANDO, GOMEZ OLIVARES RODRIGO IDER, HUAMAN MEJIA FELIX ANTONIO, HUAYCHA CAYLLAHUA FAVIO, PRADO LEON TEOFILO, VELIZ FLORES ARISTIDES GONZALO",235,2060462,179-2020-GRA-SEDECENTRAL-OAPF,736520.37,818355.96,736520.37
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2195373-290489-717677-2071371-33536,154,Consultoría de Obra,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,Adjudicación Simplificada,0,0,10082789371,CONSORCIO CUMANÁ,717677," CISNEROS AYALA ROLANDO, ESCALANTE HUAMAN HERNAN, GOMEZ OLIVARES RODRIGO IDER, GUTIERREZ PEREZ MOISES, HUAMAN MEJIA FELIX ANTONIO, HUANCAHUARI MUÑOZ JOEL HENNER, HUAYCHA CAYLLAHUA FAVIO, PRADO LEON TEOFILO, SULCA VALENZUELA CARLOS WILFREDO, VELIZ FLORES ARISTIDES GONZALO",60,2071371,CONTRATO 116-2021-GRA-SEDE CENTRAL-OAPF,2029181.21,2029181.21,1961541.84
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2195373-290489-717677-2071371-33536,154,Consultoría de Obra,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,Adjudicación Simplificada,0,0,10220763001,HUAYHUA ESPINOZA FELICIANO(*),717677," CISNEROS AYALA ROLANDO, ESCALANTE HUAMAN HERNAN, GOMEZ OLIVARES RODRIGO IDER, GUTIERREZ PEREZ MOISES, HUAMAN MEJIA FELIX ANTONIO, HUANCAHUARI MUÑOZ JOEL HENNER, HUAYCHA CAYLLAHUA FAVIO, PRADO LEON TEOFILO, SULCA VALENZUELA CARLOS WILFREDO, VELIZ FLORES ARISTIDES GONZALO",32,2071371,CONTRATO 116-2021-GRA-SEDE CENTRAL-OAPF,2029181.21,2029181.21,1961541.84
2195373,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2195373-290489-830070-2142572-33536,107,Consultoría de Obra,33536,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,Adjudicación Simplificada,0,0,20503382319,LUCEAL INGENIEROS E.I.R.L.,830070," BAUTISTA LOZANO WILBER, BELLIDO SANTA CRUZ NATHALY MARGOTH, HUAMAN MEJIA FELIX ANTONIO, MUNAYLLA QUISPE JUAN CARLOS, QUINTA SOLIER WILFREDO, SULCA VALENZUELA CARLOS WILFREDO",137,2142572,CONTRATO 184-2022,365000,365141.56,377771.36
2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2196451-283399-624113-2017721-29053,1,Obra,29053,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,Licitación Pública,0,0,20479683728,CONSORCIO VIAL KUELAP,624113," GASTELO BENAVIDES CARLOS ENRIQUE, HUAMAN LINARES VEYMER, MUNDACA SIGUEÑAS JHARLY, NUÑEZ CERCADO JOSE WILLIAMS, SALAS CARRANZA ENRIQUE IVAN, TAFUR OCAMPO EINSTEIN",76,2017721,48,223133642.4,250759712.5,228173123.3
2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2196451-283399-624113-2017721-29053,1,Obra,29053,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,Licitación Pública,0,0,20480052090,CONSORCIO VIAL KUELAP,624113," GASTELO BENAVIDES CARLOS ENRIQUE, HUAMAN LINARES VEYMER, MUNDACA SIGUEÑAS JHARLY, NUÑEZ CERCADO JOSE WILLIAMS, SALAS CARRANZA ENRIQUE IVAN, TAFUR OCAMPO EINSTEIN",69,2017721,48,223133642.4,250759712.5,228173123.3
2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2196451-283399-624113-2017721-29053,1,Obra,29053,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,Licitación Pública,0,0,20602371442,CHINA GEZHOUBA GROUP COMPANY LIMITED SUCURSAL PERU(*),624113," GASTELO BENAVIDES CARLOS ENRIQUE, HUAMAN LINARES VEYMER, MUNDACA SIGUEÑAS JHARLY, NUÑEZ CERCADO JOSE WILLIAMS, SALAS CARRANZA ENRIQUE IVAN, TAFUR OCAMPO EINSTEIN",104,2017721,48,223133642.4,250759712.5,228173123.3
2196451,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2196451-283399-688311-2044722-29053,1,Consultoría de Obra,29053,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,Concurso Público,0,0,20600366948,DOHWA ENGINEERING CO. LTD. SUCURSAL DEL PERU,688311," GASTELO BENAVIDES CARLOS ENRIQUE, HUAMAN LINARES VEYMER, MUNDACA SIGUEÑAS JHARLY, NUÑEZ VILELA SEGUNDO, SALAS CARRANZA ENRIQUE IVAN, Tafur Ocampo Einstein",195,2044722,8,11826728.94,13140809.93,11047189.37
2228738,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2228738-1909-575707-2137526-29998,2,Consultoría de Obra,29998,SECTOR I:    AGUAS ARRIBA DEL TRAMO URBANO  (CONTROL DE DESBORDES E INUNDACIONES EN EL RIO ICA Y QUEBRADA CANSAS/CHANCHAJALLA),Procedimiento Especial de Contratación,0,0,10070675043,CONSORCIO SAN JOSE,575707," GHEZZI HERNANDEZ JOSE, HERNANDEZ DONAYRE WILLIAN ALEXANDER, LIMACO ESCALANTE MIGUEL ANGEL, LOVERA HERNANDEZ TEOBALDO, MISARAY APARCANA MARIA ISABEL, PAREDES FLORES JORGE WALMOR",56,2137526,001-2022,1199551.81,6123341.25,2746866.68
2228738,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2228738-1909-575707-2137526-29998,2,Consultoría de Obra,29998,SECTOR I:    AGUAS ARRIBA DEL TRAMO URBANO  (CONTROL DE DESBORDES E INUNDACIONES EN EL RIO ICA Y QUEBRADA CANSAS/CHANCHAJALLA),Procedimiento Especial de Contratación,0,0,10099563490,DE LA TORRE MORENO EDUARD EFRAIN(*),575707," GHEZZI HERNANDEZ JOSE, HERNANDEZ DONAYRE WILLIAN ALEXANDER, LIMACO ESCALANTE MIGUEL ANGEL, LOVERA HERNANDEZ TEOBALDO, MISARAY APARCANA MARIA ISABEL, PAREDES FLORES JORGE WALMOR",28,2137526,001-2022,1199551.81,6123341.25,2746866.68
2228738,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2228738-1909-575707-2137526-29998,2,Consultoría de Obra,29998,SECTOR I:    AGUAS ARRIBA DEL TRAMO URBANO  (CONTROL DE DESBORDES E INUNDACIONES EN EL RIO ICA Y QUEBRADA CANSAS/CHANCHAJALLA),Procedimiento Especial de Contratación,0,0,10214267204,YAÑEZ RODRIGUEZ JESUS DANIEL,575707," GHEZZI HERNANDEZ JOSE, HERNANDEZ DONAYRE WILLIAN ALEXANDER, LIMACO ESCALANTE MIGUEL ANGEL, LOVERA HERNANDEZ TEOBALDO, MISARAY APARCANA MARIA ISABEL, PAREDES FLORES JORGE WALMOR",57,2137526,001-2022,1199551.81,6123341.25,2746866.68
2233735,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2233735-136200-849659-2158846-32774,1,Obra,32774,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,Licitación Pública,0,0,20450278051,CONSORCIO INGENIERIA DIAMANTE,849659," BENDEZU MORON BETSY HAYDEE, CUNYA PARIONA ALDAIR ALESSANDRO, GUTIERREZ CANALES ELISEO PAUL, SAYRE MOCHCCO RENSON MICHEL, SOTELO FLORES CESAR FRANCISCO, TORRES CARBAJO PEDRO CARLOS",47,2158846,005-2022,147892994.5,148538815.4,151970939.5
2233735,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2233735-136200-849659-2158846-32774,1,Obra,32774,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,Licitación Pública,0,0,20600683650,CORPORACION DIAMANTE JUBERS S.A.C.(*),849659," BENDEZU MORON BETSY HAYDEE, CUNYA PARIONA ALDAIR ALESSANDRO, GUTIERREZ CANALES ELISEO PAUL, SAYRE MOCHCCO RENSON MICHEL, SOTELO FLORES CESAR FRANCISCO, TORRES CARBAJO PEDRO CARLOS",54,2158846,005-2022,147892994.5,148538815.4,151970939.5
2233735,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2233735-136200-899929-2188756-32774,6,Consultoría de Obra,32774,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,Adjudicación Simplificada,0,0,10215363011,MARCILLA MIRANDA MARIANO PERCY,899929," CONISLLA  CAPCHA VIDES, CROCCE PISCONTE WILLIAM, GHEZZI HERNANDEZ JOSE, HERNANDEZ ORMEÑO JESUS GENARO, TORRES BORDA RUDY, YALLICO TORRES ENRIQUE SANTIAGO",59,2188756,N° 14-2023-GORE-ICA-PETACC/JP,7112038.49,7902264.98,7112038.49
2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233842-92806-664959-2016133-130764,70,Obra,130764,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO,Regímen Especial,0,0,20559620140,CHALA GROUP S.A.C.,664959,NULL,14,2016133,106-2020-MTC-20-22-4,199047.59,199047.59,199047.59
2233842,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233842-92806-667999-2017167-130764,67,Obra,130764,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO,Regímen Especial,0,0,20541352547,ENERGIA  SISTEMAS Y TELECOMUNICACIONES SOCIEDAD ANONIMA,667999,NULL,383,2017167,100-2020-MTC/20.22.4,382818.37,382818.37,382818.37
2233850,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,2233850-239307-656598-2033398-137209,1,Obra,137209,"""REUBICACIÓN DE LA INFRAESTRUCTURA  DEL COMPLEJO POLIDEPORTIVO SAN COSME AFECTADA POR EL ÁREA DE CONCESIÓN DE LA ESTACIÓN E17-NICOLÁS AYLLÓN""",Regímen Especial,0,0,20515427385,HGD CONTRATISTAS S.A.C.,656598," ALBAN MALACHE CARLA CHABELI, ANGULO CAIRO GIANMARCO ANTONIO, MEJIA PAREDES LUIS ALBERTO",239,2033398,Régimen Especial N° 001-2020-ATU/DI-SAPLI,2997640.54,2997640.54,2997640.54
