COD_UNICO,IDENTIFICADOR_OBRA,CODIGO_OBRA,OBRA_RIESGO_DESC,OBRA_RIESGO,NOMBRE_OBRA
2002060,2002060-2434-702592-2064311-19777,19777,Extremadamente Riesgosa,4,Obra Carretera Puente Chino - Aguaytía; sectores dañados.
2002210,2002210-8880-869397-2169938-826,826,Medianamente Riesgosa,2,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento)
2002210,2002210-8880-870112-2169901-826,826,Medianamente Riesgosa,2,Rehabilitación y Mejoramiento de la Carretera Chamaya ¿ Jaen ¿ San Ignacio ¿ Río Canchis; Tramo Pericos ¿ San Ignacio (Inc. Vía de Evitamiento)
2015918,2015918-1249-721938-2074791-45660,45660,Extremadamente Riesgosa,4,Proyecto de Integración Vial Tacna-La Paz; Tramo: Tacna-Collpa (Frontera con Bolivia); Sub Tramo Km 94+000 - Km 144+262.38
2026767,2026767-16256-709096-2067605-143536,143536,Extremadamente Riesgosa,4,CONSTRUCCIÓN DE VARIANTE EN EL SECTOR TUTUMBARO Y REPARACIÓN DE NUEVOS SECTORES INESTABLES DE LA CARRETERA: QUINUA - SAN FRANCISCO; TRAMO 2
2027711,2027711-3876-682536-2050524-138320,138320,Extremadamente Riesgosa,4,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI
2027711,2027711-3876-686773-2058157-138320,138320,Extremadamente Riesgosa,4,REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA PATAHUASI - YAURI - SICUANI; TRAMO: COLPAHUAYO - LANGUI
2029683,2029683-3527-639021-2017003-43642,43642,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300
2029683,2029683-3527-659859-2026271-43642,43642,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA CARHUAMAYO - PAUCARTAMBO - EL MILAGRO - LLAUPI - OXAPAMPA TRAMO II KM 37 MAS 00 AL KM 45 MAS 300
2031000,2031000-14583-668776-2030828-124333,124333,Extremadamente Riesgosa,4,AFIANZAMIENTO DEL RESERVORIO POECHOS - SECTOR HIDRAULICO CHIRA PIURA - II ETAPA
2031000,2031000-14583-681388-2038499-124333,124333,Extremadamente Riesgosa,4,AFIANZAMIENTO DEL RESERVORIO POECHOS - SECTOR HIDRAULICO CHIRA PIURA - II ETAPA
2031000,2031000-14583-739392-2098568-77795,77795,Extremadamente Riesgosa,4,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA
2031000,2031000-14583-828169-2142140-77795,77795,Extremadamente Riesgosa,4,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA
2031000,2031000-14583-834037-2149486-77795,77795,Extremadamente Riesgosa,4,AFIANZAMIENTO DEL RESERVORIO POECHOS - SISTEMA HIDRAULICO CHIRA - PIURA
2055893,2055893-48520-491374-2130802-12346,12346,Medianamente Riesgosa,2,OBRA: CONSTRUCCION DE LA VIA COSTA VERDE - TRAMO CALLAO
2055893,2055893-48520-680485-2044147-118093,118093,Extremadamente Riesgosa,4,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893
2055893,2055893-48520-764309-2091884-118093,118093,Extremadamente Riesgosa,4,PROTECCIÓN DEL TALUD SUPERIOR DE LA COSTA VERDE TRAMO CALLAO Código Unificado 2055893
2055915,2055915-51611-480274-2128869-1985,1985,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA AZANGARO - SAYTOCOCHA - SANDIA - SAN JUAN DEL ORO; TRAMO II: MUÑANI - SAYTOCOCHA
2058698,2058698-10447-724030-2079272-146037,146037,Extremadamente Riesgosa,4,Rehabilitación y Mejoramiento de la Carretera Chongoyape - Cochabamba - Cajamarca; Tramo Cochabamba - Chota - Tramo Hualgayoc - Dv; Yanacocha
2058733,2058733-3272-671673-2032849-127408,127408,Extremadamente Riesgosa,4,CONSTRUCCION Y MEJORAMIENTO CARRETERA CAMANA - DV.QUILCA - MATARANI - ILO - TACNA
2066003,2066003-61210-621692-2000183-111277,111277,Altamente Riesgosa,3,CONSTRUCCIÓN DEL PABELLÓN B3 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA
2066003,2066003-61210-624590-2127532-111275,111275,Extremadamente Riesgosa,4,CONSTRUCCIÓN DEL PABELLÓN B2 - PAVIMENTACIÓN EN EL GRAN MERCADO MAYORISTA DE LIMA
2077939,2077939-43531-811740-2121350-69425,69425,Medianamente Riesgosa,2,AMPLIACION DE LA PRESA ANCASCOCHA Y AFIANZAMIENTO DEL VALLE DE YAUCA (AYACUCHO Y AREQUIPA)
2078482,2078482-65891-770982-2103149-33681,33681,Extremadamente Riesgosa,4,LOTE 1. PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES; CAMARAS DE BOMBEO; LINEAS DE IMPULSION Y DISPOSICION FINAL
2080694,2080694-77545-661992-2038656-134497,134497,Medianamente Riesgosa,2,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS
2080694,2080694-77545-673882-2038678-134497,134497,Medianamente Riesgosa,2,MEJORAMIENTO INTEGRAL Y SUSTENTABLE DE LOS SERVICIOS DE TRANSPORTE PUBLICO EN LA CIUDAD DE AREQUIPA; CORRESPONDIENTE AL COMPONENTE N°1 ADECUADO MANTENIMIENTO Y MOBILIARIO URBANO; ACTIVIDAD N°3 INVOLUCRA LA CONSTRUCCIÓN DE PARADEROS
2084815,2084815-74176-865826-2173901-174311,174311,Extremadamente Riesgosa,4,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA 
2084815,2084815-74176-920686-2200980-174311,174311,Extremadamente Riesgosa,4,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO; PROVINCIA DE PASCO - PASCO; COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA 
2090887,2090887-3880-673389-2124894-115823,115823,Bajamente Riesgosa,1,DRENAJE PLUVIAL DE LA CIUDAD DE JULIACA  (EXPEDIENTE TÉCNICO DE SALDO DE OBRA)
2110320,2110320-3373-711711-2074748-33358,33358,Medianamente Riesgosa,2,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PUERTO BERMUDEZ - SAN ALEJANDRO; Tramo: Puerto Sungaro - Dv. San Alejandro
2110581,2110581-11432-699489-2067437-16513,16513,Extremadamente Riesgosa,4,Carretera San Marcos Cajabamba- Sausacocha; Tramo: San Marcos - Cajabamba 
2110581,2110581-11432-724030-2079272-146038,146038,Extremadamente Riesgosa,4,Mejoramiento de la Carretera San Marcos - Cajabamba - Sausacocha Tramo San Marcos Cajabamba
2130855,2130855-133630-573956-2018271-33900,33900,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL HERMILIO VALDIZAN DE HUANUCO-NIVEL III-1
2148795,2148795-104575-661402-2029879-3165,3165,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA TA-109: TRAMO TICACO-CANDARAVE; TACNA
2157301,2157301-95555-621192-2012416-66057,66057,Extremadamente Riesgosa,4,MEJORA DE LA CAPACIDAD RESOLUTIVA Y OPERATIVA DEL HOSPITAL ROMÁN EGOAVIL PANDO DEL DISTRITO DE VILLA RICA; PROVINCIA OXAPAMPA; REGION PASCO
2158700,2158700-108630-682794-2037439-106748,106748,Extremadamente Riesgosa,4,Construccion de la Via de Evitamiento a la Ciudad de Abancay
2158700,2158700-108630-695489-2042633-106748,106748,Extremadamente Riesgosa,4,Construccion de la Via de Evitamiento a la Ciudad de Abancay
2161813,2161813-216050-683419-2032335-138910,138910,Altamente Riesgosa,3,BIOMEDICO MEJORADO - VIDENA
2163489,2163489-216434-835552-2147552-139063,139063,Bajamente Riesgosa,1,"OBRA ""RECUPERACIÓN DEL SERVICIO DE INSTRUCCIÓN BÁSICA DE VUELOS EN AERONAVES DE ALA FIJA DE LA FAP - GRUPO 51 EN LA BASE AÉREA FAP CAPITÁN ELÍAS OLIVERA - PISCO - ICA"""
2164051,2164051-184530-709234-2059440-31212,31212,Medianamente Riesgosa,2,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN
2164051,2164051-184530-845890-2152233-157425,157425,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA
2164051,2164051-184530-864433-2164265-157425,157425,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL HOSPITAL EL CARMEN HUANCAYO; REGION JUNIN - SALDO DE OBRA
2166858,2166858-10703-786923-2119129-61095,61095,Extremadamente Riesgosa,4,CONTINUACION Y CULMINACION DEL PROYECTO DE IRRIGACION AMOJAO
2173121,2173121-103730-648018-2001228-130338,130338,Bajamente Riesgosa,1,REHABILITACION Y MEJORAMIENTO DE LA CARRETERA PE-3N LONGITUDINAL DE LA SIERRA NORTE; TRAMO COCHABAMBA - CUTERVO - SANTO DOMINGO DE LA CAPILLA - CHIPLE
2173969,2173969-216587-646747-2037229-130180,130180,Extremadamente Riesgosa,4,CREACION DE LA VIA DE CIRCUNVALACION DE LA CIUDAD DE CHIMBOTE;  PROVINCIA DEL SANTA; ANCASH; PRIMERA ETAPA CON CODIGO DE INVERSIONES N° 2173969
2173969,2173969-216587-671381-2037263-130180,130180,Extremadamente Riesgosa,4,CREACION DE LA VIA DE CIRCUNVALACION DE LA CIUDAD DE CHIMBOTE;  PROVINCIA DEL SANTA; ANCASH; PRIMERA ETAPA CON CODIGO DE INVERSIONES N° 2173969
2177209,2177209-9615-654568-2006761-72873,72873,Medianamente Riesgosa,2,Mejoramiento de la Carretera Huánuco La Unión Huallanca; Ruta PE 3N; Tramo I km 0 000 al km 52 920; Tramo II: km 52 920 al km 102 819; y Tramo III: km 102 819 al km 150 421 
2177209,2177209-9615-656141-2008059-72873,72873,Medianamente Riesgosa,2,Mejoramiento de la Carretera Huánuco La Unión Huallanca; Ruta PE 3N; Tramo I km 0 000 al km 52 920; Tramo II: km 52 920 al km 102 819; y Tramo III: km 102 819 al km 150 421 
2178454,2178454-249565-665294-2038104-21740,21740,Medianamente Riesgosa,2,MEJORAMIENTO DE LA CARRETERA VARIANTE DE UCHUMAYO; ENTRE EL PUENTE  SAN ISIDRO Y LA VIA DE EVITAMIENTO; DISTRITOS SACHACA; YANAHUARA Y CERRO COLORADO; PROVINCIA DE AREQUIPA-REGION AREQUIPA
2183907,2183907-268462-765220-2111244-152191,152191,Medianamente Riesgosa,2,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL QUILLABAMBA DISTRITO DE SANTA ANA; PROVINCIA DE LA CONVENCION Y DEPARTAMENTO DE CUSCO - SALDO DE OBRA PRINCIPAL 
2183907,2183907-268462-774107-2106156-152191,152191,Bajamente Riesgosa,1,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL QUILLABAMBA DISTRITO DE SANTA ANA; PROVINCIA DE LA CONVENCION Y DEPARTAMENTO DE CUSCO - SALDO DE OBRA PRINCIPAL 
2186942,2186942-276849-656386-2014296-52010,52010,Sin Riesgo,0,INSTALACION DEL SERVICIO DE READAPTACION SOCIAL EN EL NUEVO ESTABLECIMIENTO PENITENCIARIO DE ICA; DISTRITO DE SANTIAGO; PROVINCIA DE ICA; DEPARTAMENTO DE ICA.
2188537,2188537-274830-920010-2201544-43380,43380,Altamente Riesgosa,3,AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DEL ASTILLERO DE ARSENAL NAVAL DE LA MARINA DE GUERRA DEL PERU EN LA BASE NAVAL DEL CALLAO
2190272,2190272-259262-700080-2045963-139381,139381,Bajamente Riesgosa,1,Construcción de Movimiento de Tierras en mejoramiento y ampliación del servicio Aeroportuario en la región Cusco mediante el nuevo Aeropuerto Internacional de Chinchero Cusco
2190272,2190272-259262-743511-2076594-150370,150370,Sin Riesgo,0,"CONSTRUCCION DE LA OBRA PRINCIPAL DEL PROYECTO ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO AEROPOTUARIO EN LA REGION CUSCO MEDIANTE EL NUEVO AEROPUERTO INTERNACIONAL DE CHINCHERO CUSCO AICC"
2192219,2192219-176879-727561-2082955-144910,144910,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA PUCAPAMPA-CCASAPATA-CHUÑUNAPAMPA-TINQUERCCASA-PADRE RUMI-PAUCARA
2192219,2192219-176879-732793-2082796-144910,144910,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA PUCAPAMPA-CCASAPATA-CHUÑUNAPAMPA-TINQUERCCASA-PADRE RUMI-PAUCARA
2193247,2193247-280513-592326-2069595-119151,119151,Bajamente Riesgosa,1,MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN EL CASERIO DE SAN MARTIN Y ANEXO MOLINO; CHARAMPAMPA; PASHUL Y PACA UP 57A
2193247,2193247-280513-663558-2028340-133488,133488,Bajamente Riesgosa,1,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA PARA ELABORACION DE TRES EXPEDIENTES TECNICOS DE LAS U.P. 59 CASERIO PASHUL ALTO; UP  87A  ANEXO PAJONAL Y CHUSPIRCA DE LIMON DE PORCUYA; UP  28 ANEXO PAMPA GRANDE DEL CASERIO LA TIZA    PROYECTO HUARMACA 
2193247,2193247-280513-679386-2040081-133488,133488,Medianamente Riesgosa,2,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA PARA ELABORACION DE TRES EXPEDIENTES TECNICOS DE LAS U.P. 59 CASERIO PASHUL ALTO; UP  87A  ANEXO PAJONAL Y CHUSPIRCA DE LIMON DE PORCUYA; UP  28 ANEXO PAMPA GRANDE DEL CASERIO LA TIZA    PROYECTO HUARMACA 
2193247,2193247-280513-691232-2052839-108912,108912,Extremadamente Riesgosa,4,INSTALACION; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERIOS; DISTRITO DE HUARMACA - HUANCABAMBA - PIURA : UP 034 PALO BLANCO
2193247,2193247-280513-698718-2061957-108914,108914,Medianamente Riesgosa,2,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS
2193247,2193247-280513-703764-2062192-108916,108916,Medianamente Riesgosa,2,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO
2193247,2193247-280513-705548-2065036-108912,108912,Extremadamente Riesgosa,4,INSTALACION; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERIOS; DISTRITO DE HUARMACA - HUANCABAMBA - PIURA : UP 034 PALO BLANCO
2193247,2193247-280513-707016-2061614-108916,108916,Medianamente Riesgosa,2,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 100 CEDRO
2193247,2193247-280513-708529-2062106-108914,108914,Bajamente Riesgosa,1,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 74 TUNAS
2193247,2193247-280513-735026-2078047-108917,108917,Bajamente Riesgosa,1,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO
2193247,2193247-280513-843214-2161653-108917,108917,Medianamente Riesgosa,2,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO
2193247,2193247-280513-878659-2170813-108917,108917,Bajamente Riesgosa,1,INSTALACIÓN; MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE 103 CASERÍOS; DISTRITO DE HUARMACA; HUANCABAMBA; PIURA : UP 101 SAN ISIDRO
2193411,2193411-205868-739874-2096798-121881,121881,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA HUANCAVELICA - YAULI - PUCAPAMPA (RUTA HV - 112)
2193411,2193411-205868-770422-2110390-121881,121881,Extremadamente Riesgosa,4,MEJORAMIENTO DE LA CARRETERA HUANCAVELICA - YAULI - PUCAPAMPA (RUTA HV - 112)
2193999,2193999-202849-850228-2150802-64289,64289,Altamente Riesgosa,3,ELABORACION EXPEDIENTE TECNICO Y CONSTRUCCION NUEVA BASE AERONAVAL DEL CALLAO
2194709,2194709-231989-645029-2000154-59304,59304,Medianamente Riesgosa,2,Mejoramiento de la Carretera Viscachani; Callalli; Sibayo; Caylloma; Provincia de Caylloma; Región Arequipa SNIP 231989
2194709,2194709-231989-669343-2022593-84300,84300,Bajamente Riesgosa,1,MEJORAMIENTO DE LA CARRETERA VISCACHANI - CALLALI - SIBAYO - CAYLLOMA; PROVINCIA CAYLLOMA; REGIÓN AREQUIPA - SEGUNDA ETAPA TRAMO 01 KM. 0000 - KM. 0360) TRAMO 02 KM. 74.500 - KM. 98.500 
2194709,2194709-231989-709352-2073447-141104,141104,Extremadamente Riesgosa,4,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 
2194709,2194709-231989-739211-2108440-141104,141104,Extremadamente Riesgosa,4,EJECUCION DE SALDO DE OBRA PARA EL MEJORAMIENTO DE LA CARRETERA VISCACHANI;CALLALLI SIBAYO CAYLLOMA;PROVINCIA DE CAYLLOMA;REGION AREQUIPA II ETAPA;TRAMO 01: KM 0;000 ;KM 11;000 ;KM 12;000 ; KM 22;000. KM 23;000 36;920 Y RAMAL 02 KM 0;000; KM 0;360  TRAMO 02 : KM 84;000 ;KM 98;500 
2194993,2194993-255906-747262-2084411-134953,134953,Medianamente Riesgosa,2,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha
2194993,2194993-255906-811767-2128027-134953,134953,Sin Riesgo,0,Acondicionamiento de infraestructura de las áreas de trabajo de la Estación Experimental Agraria Chincha
2195373,2195373-290489-650901-2060462-33536,33536,Extremadamente Riesgosa,4,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO
2195373,2195373-290489-717677-2071371-33536,33536,Extremadamente Riesgosa,4,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO
2195373,2195373-290489-830070-2142572-33536,33536,Extremadamente Riesgosa,4,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO
2196451,2196451-283399-624113-2017721-29053,29053,Extremadamente Riesgosa,4,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS
2196451,2196451-283399-688311-2044722-29053,29053,Extremadamente Riesgosa,4,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS
2228738,2228738-1909-575707-2137526-29998,29998,Extremadamente Riesgosa,4,SECTOR I:    AGUAS ARRIBA DEL TRAMO URBANO  (CONTROL DE DESBORDES E INUNDACIONES EN EL RIO ICA Y QUEBRADA CANSAS/CHANCHAJALLA)
2233735,2233735-136200-849659-2158846-32774,32774,Extremadamente Riesgosa,4,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA
2233735,2233735-136200-899929-2188756-32774,32774,Extremadamente Riesgosa,4,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA
2233842,2233842-92806-664959-2016133-130764,130764,Bajamente Riesgosa,1,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO
2233842,2233842-92806-667999-2017167-130764,130764,Bajamente Riesgosa,1,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO
2233850,2233850-239307-656598-2033398-137209,137209,Medianamente Riesgosa,2,"""REUBICACIÓN DE LA INFRAESTRUCTURA  DEL COMPLEJO POLIDEPORTIVO SAN COSME AFECTADA POR EL ÁREA DE CONCESIÓN DE LA ESTACIÓN E17-NICOLÁS AYLLÓN"""
2233850,2233850-239307-672349-2029810-137209,137209,Medianamente Riesgosa,2,"""REUBICACIÓN DE LA INFRAESTRUCTURA  DEL COMPLEJO POLIDEPORTIVO SAN COSME AFECTADA POR EL ÁREA DE CONCESIÓN DE LA ESTACIÓN E17-NICOLÁS AYLLÓN"""
2233850,2233850-239307-674801-2036277-133753,133753,Extremadamente Riesgosa,4,INTERVENCIÓN EN POZO DE ATAQUE; ESTACIÓN GAMBETTA E-1; ESTACIÓN CANTA CALLAO E-2; ESTACIÓN BOCANEGRA E-3; POZO DE VENTILACIÓN 1 - PV4 -1; POZO DE VENTILACIÓN 2 - PV4 -2
2233850,2233850-239307-674853-2036314-133756,133756,Extremadamente Riesgosa,4,INTERVENCIÓN EN LA ESTACIÓN EL OLIVAR E-5 Y ESTACIÓN QUILCA E-6
2233850,2233850-239307-674870-2036286-133755,133755,Extremadamente Riesgosa,4,INTERVENCIÓN EN ESTACIÓN AEROPUERTO E-4; ESTACIÓN CARMEN DE LA LEGUA E-8; POZO DE VENTILACIÓN 3 - PV4 -3; POZO DE VENTILACIÓN 4 - PV4 -4; POZO DE VENTILACIÓN 7 - PV4 -7B
2233850,2233850-239307-682914-2038742-137213,137213,Medianamente Riesgosa,2,REUBICACIÓN DE LOS SERVICIOS HIGIÉNICOS PÚBLICOS QUE INTERFIERE AL ÁREA DE CONCESIÓN DE LA ESTACIÓN E-14  PLAZA MANCO CAPAC
2233850,2233850-239307-712351-2058738-141153,141153,Medianamente Riesgosa,2,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA
2233850,2233850-239307-724083-2063590-141153,141153,Medianamente Riesgosa,2,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA
2233850,2233850-239307-731572-2069043-141153,141153,Medianamente Riesgosa,2,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA
2233850,2233850-239307-731693-2069052-141153,141153,Medianamente Riesgosa,2,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA
2233850,2233850-239307-734864-2071276-141153,141153,Medianamente Riesgosa,2,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA
2233850,2233850-239307-823249-2135603-162027,162027,Extremadamente Riesgosa,4,Reubicación de Redes para la Construcción de la Estación 05 Carmen de la Legua de la Línea 2 Ramal 4 de la Red Básica del Metro de Lima y Callao
2233850,2233850-239307-830183-2139521-166882,166882,Extremadamente Riesgosa,4,"Ejecución de empalmes para liberación de interferencias de redes de agua potable y alcantarillado en la Estación Oscar R. Benavides E-06""."
2233850,2233850-239307-861304-2156132-141153,141153,Medianamente Riesgosa,2,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA
2233862,2233862-246218-385171-2174502-64412,64412,Extremadamente Riesgosa,4,CONSTRUCCIÓN DE LA VÍA REGIONAL AREQUIPA - LA JOYA; EN LAS PROGRESIVAS KM 0+00 AL KM 24+540; DISTRITOS DE CERRO COLORADO - LA JOYA - 
2233917,2233917-87547-595719-2022915-105591,105591,Bajamente Riesgosa,1,Mejoramiento del Servicio de Resguardo y Conservación del Patrimonio Archivístico de la Nación del Archivo General de la Nación - Sede Pueblo Libre; distrito Pueblo Libre; provincia y departamento de Lima
2233958,2233958-4588-516149-2047423-102591,102591,Extremadamente Riesgosa,4,CONSTRUCCIÓN PUENTE HUALLAGA Y ACCESOS
