COD_UNICO,NOMBRE_INVERSION,MONTO_VIABLE,SECTOR,ETAPA_PROYECTO,PROYECTO_RIESGO,PROYECTO_RIESGO_DESC,GOBIERNO,TotalControlPrevio,TotalControlSimultaneo,TotalControlPosterior,DEPARTAMENTO,PROVINCIA,DISTRITO,ESTADO_PROYECTO,ESTADO_CUBIERTO,PIM,EJECUTADO
2341243,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL III DANIEL ALCIDES CARRIÓN DE LA RED ASISTENCIAL TACNA - ESSALUD  DISTRITO DE CALANA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,445775154,SALUD,Fase Formulación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,TACNA,TACNA,CALANA,NO PARALIZADA,NO CUBIERTO,0,0
2548847,MEJORAMIENTO DE LAS CAPACIDADES DE LAS DIRECCIONES REGIONALES AGRARIAS Y AGENCIAS AGRARIAS DE LOS GOBIERNOS REGIONALES PARA EL DESARROLLO DE SERVICIOS TÉCNICOS DE EXTENSIÓN EN LOS 24 DEPARTAMENTOS  DISTRITO DE - TODOS - - PROVINCIA DE - TODOS - - DEPARTAMENTO DE -MUL.DEP-,523108005,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2573425,RECUPERACION DE LA CAPACIDAD DE CONTROL AEROESPACIAL Y PRECISIÓN EN LAS OPERACIONES MILITARES CON AVIONES CAZA DE ALTO RENDIMIENTO DEL GRUPO AEREO N° 4; BASE AEREA LA JOYA CORONEL FAP VICTOR MALDONADO BEGAZO  DISTRITO DE LA JOYA - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA,11118200598,DEFENSA Y SEGURIDAD NACIONAL,Fase Programación,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,AREQUIPA,AREQUIPA,LA JOYA,NO PARALIZADA,NO CUBIERTO,0,0
2514692,CREACION DEL SERVICIO DE PROTECCIÓN EN 8 PUNTOS CRÍTICOS DE RIBERAS DEL RIO VULNERABLES ANTE EL PELIGRO DE INUNDACIONES Y SERVICIOS DE PROTECCIÓN DE 29 PUNTOS CRÍTICOS EN QUEBRADAS VULNERABLES ANTE EL PELIGRO DE MOVIMIENTOS DE MASA DE LA CUENCA MEDIA Y ALTA DEL RIO LA LECHE; EN LOS DISTRITOS DE INCAHUASI Y PÍTIPO; TOCMOCHE Y MIRACOSTA; DE LA PROVINCIA DE FERREÑAFE DEL DEPARTAMENTO DE LAMBAYEQUE Y LA PROVINCIA DE CHOTA DEL DEPARTAMENTO DE CAJAMARCA,1001625425,ORDEN PÚBLICO Y SEGURIDAD,Fase Formulación,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2558582,RECONSTRUCCIÓN DEL CENTRO DE SALUD SECHURA I-4 DEL DISTRITO DE SECHURA; PROVINCIA DE SECHURA; REGIÓN PIURA,133485187,SALUD,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,PIURA,SECHURA,SECHURA,NO PARALIZADA,NO CUBIERTO,0,0
2536029,CREACION DEL SERVICIO DE AGUA PARA RIEGO DEL SISTEMA DE RIEGO VADO CONGONZA EN CINCO DISTRITOS DE LAS PROVINCIAS DE PARINACOCHAS Y PAUCAR DEL SARA SARA DEL  DEPARTAMENTO DE AYACUCHO,148527721,AGROPECUARIA,Fase Programación,1,BAJAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,NO PARALIZADA,NO CUBIERTO,415109,0
2474084,MEJORAMIENTO EL SERVICIO DE TRANSITABILIDAD DE LAS CARRETERAS DEPARTAMENTALES HV-110 TRAMO: EMP. HV-126 (MOYA) – VILCA – VIÑAS – ACOBAMBILLA – L.D. JUNÍN (CHAUCALLE; JU-110 A TURPO) Y HV-111 TRAMO: KM 3+110 (TRONCOSO) – DV. SATCO – ABRA MAMACANCHA – TANSERE – EMP. HV-110 (VIÑAS) 5 DISTRITOS DE LA PROVINCIA DE HUANCAVELICA - DEPARTAMENTO DE HUANCAVELICA,153911362,TRANSPORTE,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,HUANCAVELICA,HUANCAVELICA,VILCA,NO PARALIZADA,NO CUBIERTO,0,0
2260218,CREACIÓN DE LOS SERVICIOS ESPECIALIZADOS DE SALUD DEL HOSPITAL ESPECIALIZADO EN LA RED ASISTENCIAL PIURA DE ESSALUD; DISTRITO DE VEINTISÉIS DE OCTUBRE; PROVINCIA DE PIURA; DEPARTAMENTO DE PIURA,594243857,,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2413023,MEJORAMIENTO Y AMPLIACION INTEGRAL DEL COLECTOR N° 6 EN LOS DISTRITOS DEL CALLAO - PROVINCIA CONSTITUCIONAL DEL CALLAO; DISTRITO DEL RIMAC Y  DISTRITO DE SAN MARTIN DE PORRES - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,657306521,SANEAMIENTO,Fase Programación,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LIMA,LIMA,SAN MARTIN DE PORRES,NO PARALIZADA,NO CUBIERTO,0,0
2532489,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA AV. CHIMPU OCLLO; TRAMO COMPRENDIDO ENTRE LA AV. AUTOPISTA CHILLÓN TRAPICHE Y LA AV. SAN JUAN DE DIOS EN LOS DISTRITOS DE CARABAYLLO Y PUENTE PIEDRA DE LA  PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,164663477,TRANSPORTE,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,LIMA,LIMA,PUENTE PIEDRA,NO PARALIZADA,NO CUBIERTO,0,0
2115734,CONSTRUCCION DEL NUEVO TERMINAL PORTUARIO DE YURIMAGUAS LOCALIDAD NUEVA REFORMA,169847801,TRANSPORTE,Fase Formulación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2534301,CREACION DE SERVICIO DE AGUA PARA RIEGO EN SECTORES DEL VALLE SHOCOL; DISTRITOS DE LIMABAMBA; SANTA ROSA; TOTORA; MILPUC Y  DISTRITO DE CHIRIMOTO - PROVINCIA DE RODRIGUEZ DE MENDOZA - DEPARTAMENTO DE AMAZONAS,102264997,AGROPECUARIA,Fase Programación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,NO PARALIZADA,NO CUBIERTO,0,0
2495613,CREACION DEL ANTEPUERTO DEL CALLAO Y MEJORAMIENTO DE VIAS DE ACCESO AL PUERTO Y ANTEPUERTO CALLAO DEL DISTRITO DE CALLAO - PROVINCIA CONSTITUCIONAL DEL CALLAO - DEPARTAMENTO DE CALLAO,111797010,TRANSPORTE,Fase Programación,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,1,0,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,NO PARALIZADA,CUBIERTO,2053748,0
2539392,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA DE LA VIA DEPARTAMENTAL EMPALME MO-107-PE-36A  DIV. CHEN CHEN; INTERSECCION PE-S1 ; DIV. MOQUEGUA EMPALME PE-1SD COSTANERA ILO DE LAS PROVINCIAS DE ILO Y MARISCAL NIETO DEL  DEPARTAMENTO DE MOQUEGUA,336977332,TRANSPORTE,Fase Formulación,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,NO PARALIZADA,NO CUBIERTO,0,0
2252619,MEJORAMIENTO DE LA CARRETERA EMP. PE - 28B (SAN FRANCISCO) - SANTA ROSA - PALMAPAMPA - SAN ANTONIO - CHIQUINTIRCA 5 DISTRITOS DE LA PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,1541572284,TRANSPORTE,Fase Programación,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,AYACUCHO,LA MAR,SANTA ROSA,NO PARALIZADA,NO CUBIERTO,0,0
2565162,MEJORAMIENTO DEL SERVICIO DE ABASTECIMIENTO PÚBLICO DE BIENES; SERVICIOS Y OBRAS ,262420084,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,Fase Programación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,500000,0
2568071,CREACION DEL SERVICIO DE PROTECCIÓN EN RIBERAS DEL RÍO PIURA; VULNERABLE ANTE EL PELIGRO EN LOS SECTORES SAN VICENTE-SAN RAFAEL; OLIVARES - PARALES;  DISTRITO DE PIURA - PROVINCIA DE PIURA - DEPARTAMENTO DE PIURA,109929158,ORDEN PÚBLICO Y SEGURIDAD,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,PIURA,PIURA,PIURA,NO PARALIZADA,NO CUBIERTO,0,0
2514159,CREACION DEL SERVICIO DE PROTECCIÓN EN RIBERAS VULNERABLES ANTE EL PELIGRO DE INUNDACIONES EN 58 PUNTOS CRÍTICOS Y SERVICIO DE PROTECCIÓN ANTE MOVIMIENTOS DE MASA EN 27 QUEBRADAS DE LA CUENCA MEDIA Y ALTA DEL RIO LACRAMARCA; EN 4 DISTRITOS DE LA PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,277407001,ORDEN PÚBLICO Y SEGURIDAD,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,ANCASH,SANTA,NEPEÑA,NO PARALIZADA,NO CUBIERTO,0,0
2472305,CREACION (CONSTRUCCIÓN) DE LA CARRETERA PE-04A: EMP. PE-1N (EL CRUCE) - EMP. PE-1N J (OLMOS); EN LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE Y LA PROVINCIA DE SECHURA DEL DEPARTAMENTO DE PIURA,505323332,TRANSPORTE,Fase Programación,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2471996,MEJORAMIENTO DE LA VARIANTE PARA EL TRAMO: PUENTE PACOSBAMBA - PÏSCOBAMBA; RUTA NACIONAL PE-14C EN LOS DISTRITOS DE PISCOBAMBA Y MUSGA DE LA PROVINCIA DE MARISCAL LUZURIAGA - DEPARTAMENTO DE ANCASH,265550704,TRANSPORTE,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,NO PARALIZADA,NO CUBIERTO,0,0
2527677,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCION FRENTE A INUNDACIONES EN AMBAS MARGENES DEL RIO CHANCAY - TRAMO PUENTE SAN CARLOS - DISTRITO DE LLAMA - DEPARTAMENTO DE CAJAMARCA ; HASTA LA DESEMBOCADURA DEL MAR EN LOS DISTRITOS DE ETEN ; CHONGOYAPE ; MONSEFU ; PATAPO ; POMALCA ; PUCALA ; REQUE ; SAÑA ; TUMAN - 9 DISTRITOS DE LA PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE,433752341,ORDEN PÚBLICO Y SEGURIDAD,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,3202358,0
2565008,CREACION DE LOS SERVICIOS DE SALUD ESPECIALIZADOS DE ENFERMEDADES NEUROLOGICAS Y SALUD MENTAL;  DISTRITO DE HUANCAYO - PROVINCIA DE HUANCAYO - DEPARTAMENTO DE JUNIN,270785040,SALUD,Fase Formulación,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,JUNIN,HUANCAYO,HUANCAYO,NO PARALIZADA,NO CUBIERTO,0,0
2572992,RECONSTRUCCIÓN Y REHABILITACIÓN DE CAMINO VECINAL ENTRE LAS LOCALIDADES; ANGELITOS; LA PANANGA; BUENA VISTA; PAZUL; EL MUERTO; ATASCADERO; LA BREA Y LA BOCANA (EX ANGOLO 2) DISTRITO DE MARCAVELICA; PROVINCIA DE SULLANA; DEPARTAMENTO PIURA,114699714,TRANSPORTE,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,PIURA,SULLANA,MARCAVELICA,NO PARALIZADA,NO CUBIERTO,0,0
2572205,CREACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO PARA LA HABILITACION URBANA VALLE SAGRADO PIURA – LA NUEVA CIUDAD; TAHITI BLUE; CLUB PLAYA RESORT TAHITI BLUE; EL SOLARIO; EL DIAMANTE; DEL  DISTRITO DE LA HUACA - PROVINCIA DE PAITA - DEPARTAMENTO DE PIURA,270621426,SANEAMIENTO,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,PIURA,PAITA,LA HUACA,NO PARALIZADA,NO CUBIERTO,0,0
2268036,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL II PASCO DE LA RED ASISTENCIAL PASCO; EN EL DISTRITO DE FUNDICION DE TINYAHUARCO; PROVINCIA DE PASCO; DEPARTAMENTO DE PASCO,366805173,,Fase Programación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2526733,CREACION DE LOS SERVICIOS AEROPORTUARIOS DEL AERÓDROMO REGIONAL JUNÍN; EN EL  DISTRITO DE ORCOTUNA - PROVINCIA DE CONCEPCION - DEPARTAMENTO DE JUNIN,374540278,TRANSPORTE,Fase Formulación,2,MEDIANAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,JUNIN,CONCEPCION,ORCOTUNA,NO PARALIZADA,NO CUBIERTO,0,0
2535966,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE LIMPIEZA PUBLICA Y TRATAMIENTO DE RESIDUOS SOLIDOS DE LOS DISTRITOS DE AREQUIPA; UCHUMAYO; TIABAYA; SACHACA; YANAHUARA; CAYMA; CERRO  COLORADO; YURA; SELVA ALEGRE;  MIRAFLORES; PAUCARPATA; MARIANO MELGAR; JOSE LUIS BUSTAMANTE Y RIVERO; SOCABAYA; HUNTER Y LA JOYA; Y LOS DISTRITOS DE MOLLENDO; COCACHACRA; PUNTA DE BOMBON; ISLAY; MEJIA Y DEAN VALDIVIA DE LAS PROVINCIAS DE AREQUIPA Y ISLAY DEL  DEPARTAMENTO DE AREQUIPA,120013399,AMBIENTE,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,AREQUIPA,ISLAY,ISLAY,NO PARALIZADA,NO CUBIERTO,0,0
2471534,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE MEDIANTE DESALACIÓN DE AGUA DE MAR EN LOS DISTRITOS DE PACOCHA; EL ALGARROBAL Y ILO DE LA  PROVINCIA DE ILO - DEPARTAMENTO DE MOQUEGUA,485818015,SANEAMIENTO,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MOQUEGUA,ILO,PACOCHA,NO PARALIZADA,NO CUBIERTO,0,0
2328142,CREACIÓN DE LOS SERVICIOS ESPECIALIZADOS DE SALUD DEL HOSPITAL ESPECIALIZADO CHIMBOTE EN LA RED ASISTENCIAL ANCASH DE ESSALUD; DISTRITO DE NUEVO CHIMBOTE; PROVINCIA DEL SANTA; DEPARTAMENTO DE ANCASH,454316009,,Fase Programación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2519462,MEJORAMIENTO DE LA RUTA NACIONAL PE-3S (LONGITUDINAL DE LA SIERRA TRAMO 5): EMP. PE 30C DV. INTEROCEANICA SUR (URCOS)-SICUANI-AYAVIRI-EMP. PE 34B (DV. AZANGARO) LAS PROVINCIAS DE QUISPICANCHI Y CANCHIS DEL DEPARTAMENTO DE CUSCO Y LAS PROVINCIAS DE MELGAR Y LAMPA DEL DEPARTAMENTO DE PUNO,1654013198,TRANSPORTE,Fase Formulación,4,EXTREMADAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2596157,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE PROTECCIÓN EN RIBERAS DE RÍO VULNERABLES ANTE EL PELIGRO EN INUNDACIÓN EN LA MARGEN DERECHA E IZQUIERDA EN LAS PROGRESIVAS 0+000 - PUENTE GRAU HASTA 22+200 -LA JOYA - CHATO CHICO DEL RÍO PIURA; DISTRITOS DE CATACAOS; LA ARENA; LA UNIÓN; EL TALLAN Y   DISTRITO DE CURA MORI DE LA PROVINCIA DE PIURA DEL DEPARTAMENTO DE PIURA,302895160,ORDEN PÚBLICO Y SEGURIDAD,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,PIURA,PIURA,CURA MORI,NO PARALIZADA,NO CUBIERTO,0,0
2523988,MEJORAMIENTO DE LOS SERVICIO DE SALUD DEL HOSPITAL I JUANJUÍ DE LA RED ASISTENCIAL TARAPOTO - ESSALUD;  DISTRITO DE JUANJUI - PROVINCIA DE MARISCAL CACERES - DEPARTAMENTO DE SAN MARTIN,145647215,SALUD,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,SAN MARTIN,MARISCAL CACERES,JUANJUI,NO PARALIZADA,NO CUBIERTO,0,0
2598813,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE HABITABILIDAD INSTITUCIONAL EN UNIDADES ORGANICAS DEL MTC   DISTRITO DE LIMA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA,129951606,PLANEAMIENTO; GESTIÓN Y RESERVA DE CONTINGENCIA,Fase Programación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LIMA,LIMA,LIMA,NO PARALIZADA,NO CUBIERTO,26281728,0
2521752,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE LIMPIEZA PUBLICA PARA LAS CIUDADES DE LOS DISTRITOS DE ALTO SELVA ALEGRE; CAYMA; CERRO COLORADO; CHARACATO; JACOBO HUNTER; JOSÉ LUIS BUSTAMANTE Y RIVERO; LA JOYA; MARIANO MELGAR; MIRAFLORES; PAUCARPATA; SABANDÍA; SACHACA; SOCABAYA; TIABAYA; UCHUMAYO; YANAHUARA; YURA Y  DISTRITO DE AREQUIPA - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA,172469439,AMBIENTE,Fase Programación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,AREQUIPA,AREQUIPA,AREQUIPA,NO PARALIZADA,NO CUBIERTO,32761137,0
2569392,MEJORAMIENTO Y AMPLIACION DE LA CAPTACIÓN; LINEA DE CONDUCCIÓN Y PRODUCCIÓN DE LA PTAP EL ARENAL DEL  DISTRITO DE ARENAL - PROVINCIA DE PAITA - DEPARTAMENTO DE PIURA,757035287,SANEAMIENTO,Fase Formulación,3,ALTAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,PIURA,PAITA,ARENAL,NO PARALIZADA,NO CUBIERTO,0,0
2470923,RECUPERACION DE LA MOVILIDAD AEREA DE LA FUERZA DE AVIACION NAVAL PARA EL SOPORTE DE LAS ZONAS NAVALES Y EN EMERGENCIA CON HELICOPTEROS MULTIPROPOSITOS TERRESTRES LA PROVINCIA CONSTITUCIONAL DEL CALLAO DEL DEPARTAMENTO DE CALLAO Y LA PROVINCIA DE MAYNAS DEL DEPARTAMENTO DE LORETO,505737984,DEFENSA Y SEGURIDAD NACIONAL,Fase Formulación,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2511043,MEJORAMIENTO DE LA CARRETERA EMP. PE-34J (DV. OCORURO) - LLALLI - UMACHIRI - EMP. PE-3S (AYAVIRI) LA PROVINCIA DE MELGAR DEL DEPARTAMENTO DE PUNO Y LA PROVINCIA DE ESPINAR DEL DEPARTAMENTO DE CUSCO,570778211,TRANSPORTE,Fase Programación,3,ALTAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2549595,MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN LA ZONA TAPA DE CUY; SECTORES; CERRITOS; CHUPER; SAN CRISTO; CHUTUQUE; LOS VALVERDE; LOS JARDINES; LA ALGARROBERA; SAN RAMON Y MALA VIDA;  DISTRITO DE CRISTO NOS VALGA - PROVINCIA DE SECHURA - DEPARTAMENTO DE PIURA,104220277,AGROPECUARIA,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,PIURA,SECHURA,CRISTO NOS VALGA,NO PARALIZADA,NO CUBIERTO,0,0
2327847,RECUPERACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL MARIA REICHE DE LA RED ASISTENCIAL ICA-ESSALUD  DISTRITO DE MARCONA - PROVINCIA DE NASCA - DEPARTAMENTO DE ICA,109279457,SALUD,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,ICA,NASCA,MARCONA,NO PARALIZADA,NO CUBIERTO,0,0
2483043,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DAVID GUERRERO DUARTE;  DISTRITO DE CONCEPCION - PROVINCIA DE CONCEPCION - DEPARTAMENTO DE JUNIN,147647597,SALUD,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,JUNIN,CONCEPCION,CONCEPCION,NO PARALIZADA,NO CUBIERTO,0,0
2544899,CREACION DEL NUEVO EMBALSE AUTISHA EN LA SUBCUENCA SANTA EULALIA -  DISTRITO DE SAN ANTONIO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,324313415,SANEAMIENTO,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,LIMA,HUAROCHIRI,SAN ANTONIO,NO PARALIZADA,NO CUBIERTO,0,0
2464837,CREACION DEL SERVICIO DE TRANSITABILIDAD TRAMO EMP. PE-3S (SAN CRISTÓBAL DE CCASAORCCO) - PUCARA - UCHUYPAMPA - EMP. PE-3S (RUMICHACA ALTA). EN LOS DISTRITOS DE CARMEN ALTO; CHIARA Y TAMBILLO DE LA  PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO,127272400,TRANSPORTE,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,AYACUCHO,HUAMANGA,TAMBILLO,NO PARALIZADA,NO CUBIERTO,0,0
2531231,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA AV. SAN CARLOS Y PROLONGACIÓN SAN CARLOS EN EL TRAMO COMPRENDIDO ENTRE LA AV. TÚPAC AMARU Y LA PANAMERICANA NORTE EN LOS DISTRITOS DE COMAS Y PUENTE PIEDRA DE LA  PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,123265475,TRANSPORTE,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,LIMA,LIMA,PUENTE PIEDRA,NO PARALIZADA,NO CUBIERTO,0,0
2591250,CREACION DE UN NUEVO TRAZADO GEOMÉTRICO Y SEGUNDA CALZADA DE LA RUTA PE-1S (PANAMERICANA SUR); ENTRE LAS PROGRESIVAS KM 918+750 A KM 921+600  DISTRITO DE MAJES - PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA,198662699,TRANSPORTE,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,AREQUIPA,CAYLLOMA,MAJES,NO PARALIZADA,NO CUBIERTO,0,0
2530198,MEJORAMIENTO DE LA CARRETERA DV. POMABAMBA - SIHUAS - HUACRACHUCO - SAN PEDRO DE CHONTA - UCHIZA - EMP. PE - 5N POR NIVELES DE SERVICIO LA PROVINCIA DE SIHUAS DEL DEPARTAMENTO DE ANCASH; LA PROVINCIA DE MARAÑON DEL DEPARTAMENTO DE HUANUCO Y LA PROVINCIA DE TOCACHE DEL DEPARTAMENTO DE SAN MARTIN,109635908,TRANSPORTE,Fase Programación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,MULTIDEPARTAMENTAL,NO PARALIZADA,NO CUBIERTO,0,0
2524238,CREACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL BICENTENARIO  DISTRITO DE AYACUCHO - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO,233080216,SALUD,Fase Formulación,2,MEDIANAMENTE RIESGOSO,GOBIERNO NACIONAL,0,0,0,AYACUCHO,HUAMANGA,AYACUCHO,NO PARALIZADA,NO CUBIERTO,0,0
2568567,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE HUARAL DEL  DISTRITO DE HUARAL - PROVINCIA DE HUARAL - DEPARTAMENTO DE LIMA,265511505,SANEAMIENTO,Fase Programación,1,BAJAMENTE RIESGOSO,GOBIERNO LOCAL,0,0,0,LIMA,HUARAL,HUARAL,NO PARALIZADA,NO CUBIERTO,84000,0
2426576,MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL PI-118 Y PI-109 TRAMO: EMP. PE-04 (BAPO) - LA TRAMPA - EMP. PI-118;  DISTRITO DE SECHURA - PROVINCIA DE SECHURA - DEPARTAMENTO DE PIURA,168411019,TRANSPORTE,Fase Formulación,1,BAJAMENTE RIESGOSO,GOBIERNO REGIONAL,0,0,0,PIURA,SECHURA,SECHURA,NO PARALIZADA,NO CUBIERTO,2098299,0
