identificador_obra_key,codigo_unico_key,y_riesgo,CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,CODIGO_OBRA,ESTADO_OBRA,ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,f2a3a_n_registros,f2a3a_nunique_MIEMBROS_DE_COMITE,f2b_n_registros,f2b_CODIGO_UNICO_mean,f2b_CODIGO_UNICO_max,f2b_PROCESO_mean,f2b_PROCESO_max,f2b_CONVOCATORIA_mean,f2b_CONVOCATORIA_max,f2b_DNI_MIEMBRO_COMITE_mean,f2b_DNI_MIEMBRO_COMITE_max,f2b_nunique_NOMBRE_MIEMBRO_COMITE,f3b_n_registros,f3b_n_ruc_participantes,f3b_n_ruc_ganadores,f3b_ratio_ganadores_participantes,f3c_n_registros,f3c_n_ofertas_con_monto,f3c_monto_ofertado_min,f3c_monto_ofertado_max,f3c_monto_ofertado_mean,f3c_monto_ofertado_median,f3c_monto_ofertado_std,f3c_rango_monto_ofertado,f5a_n_registros,f5a_ANHO_sum,f5a_MES_mean,f5a_MES_max,f5a_MES_sum,f5a_Planificado_mean,f5a_Planificado_max,f5a_Planificado_sum,f5a_Real_mean,f5a_Real_max,f5a_Real_sum,f5a_nunique_ANHO,f5a_nunique_MES
2525415-2525415-850175-2170878-171833,2525415,1,2525415,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,171833,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,1.0,8.0,2525415.0,2525415.0,17.0,17.0,850175.0,850175.0,33171394.5,80508996.0,8.0,4.0,2.0,2.0,1.0,4.0,4.0,5463833.6,5463833.6,5463833.6,5463833.6,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2525415-2525415-864537-2169921-171833,2525415,1,2525415,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,171833,Sin Ejecución,SUPERVISIÓN,0,0,0,0,3.0,1.0,6.0,2525415.0,2525415.0,20.0,20.0,864537.0,864537.0,36538455.166666664,80508996.0,6.0,12.0,4.0,3.0,0.75,12.0,12.0,1302295.14,1302295.14,1302295.14,1302295.14,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2525722-2525722-907015-2199913-502191,2525722,1,2525722,SALUD,LIMA,GOBIERNO NACIONAL,502191,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2525722.0,2525722.0,4.0,4.0,907015.0,907015.0,32508869.5,73071078.0,6.0,8.0,8.0,1.0,0.125,8.0,8.0,3279974.5,3279974.5,3279974.5,3279974.5,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2525796-2525796-807059-2115965-162538,2525796,0,2525796,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,162538,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,304928511.0,304928511.0,304928511.0,304928511.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2526257-2526257-787803-2120506-157638,2526257,1,2526257,SALUD,LORETO,GOBIERNO REGIONAL,157638,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2526257.0,2526257.0,1.0,1.0,787803.0,787803.0,29614920.166666668,44243998.0,6.0,6.0,6.0,1.0,0.16666666666666666,6.0,6.0,5434000.0,5496112.41,5475408.273333333,5496112.41,32074.710603040952,62112.41000000015,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2526257-2526257-818891-2141124-157638,2526257,1,2526257,SALUD,LORETO,GOBIERNO REGIONAL,157638,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2.0,1.0,6.0,2526257.0,2526257.0,3.0,3.0,818891.0,818891.0,29614920.166666668,44243998.0,6.0,10.0,5.0,2.0,0.4,10.0,10.0,736867.8,869504.01,812510.322,859656.0,65212.97186746695,132636.20999999996,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2527677-2527677-933478-2201070-505394,2527677,0,2527677,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,505394,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,0.0,,,,,,,,,,,2.0,2.0,1.0,0.5,2.0,2.0,9461098.76,9461098.76,9461098.76,9461098.76,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2530648-2530648-798195-2131672-151347,2530648,1,2530648,ENERGÍA,LORETO,GOBIERNO NACIONAL,151347,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2.0,1.0,6.0,2530648.0,2530648.0,4.0,4.0,798195.0,798195.0,11809482.333333334,23850989.0,6.0,8.0,4.0,2.0,0.5,8.0,8.0,8829145.58,9214478.31,9021811.945,9021811.945,205969.00793861004,385332.73000000045,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2530648-2530648-873095-2175081-151347,2530648,0,2530648,ENERGÍA,LORETO,GOBIERNO NACIONAL,151347,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,3.0,1.0,6.0,2530648.0,2530648.0,16.0,16.0,873095.0,873095.0,11809482.333333334,23850989.0,6.0,36.0,12.0,3.0,0.25,36.0,36.0,0.0,107925710.7,72298201.76249999,90633548.175,42966504.30546491,107925710.7,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2532678-2532678-818927-2123971-164917,2532678,1,2532678,SANEAMIENTO,PIURA,GOBIERNO NACIONAL,164917,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,425057259.0,425057259.0,425057259.0,425057259.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2532763-2532763-829462-2130739-166726,2532763,1,2532763,SANEAMIENTO,PIURA,GOBIERNO NACIONAL,166726,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,176601909.5,176601909.5,176601909.5,176601909.5,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2534855-2534855-779529-2122319-157262,2534855,1,2534855,SALUD,CAJAMARCA,GOBIERNO REGIONAL,157262,Sin Ejecución,SUPERVISIÓN,0,0,0,0,1.0,1.0,6.0,2534855.0,2534855.0,7.0,7.0,779529.0,779529.0,29027589.333333332,42198996.0,6.0,4.0,4.0,1.0,0.25,4.0,4.0,472550.58,472550.58,472550.58,472550.58,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2534855-2534855-803552-2122374-157262,2534855,1,2534855,SALUD,CAJAMARCA,GOBIERNO REGIONAL,157262,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,1.0,6.0,2534855.0,2534855.0,2.0,2.0,803552.0,803552.0,29895312.0,47405332.0,6.0,22.0,11.0,2.0,0.18181818181818182,22.0,22.0,2193590.7,2193590.7,2193590.7,2193590.7,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2539202-2539202-880875-2170206-179053,2539202,0,2539202,SANEAMIENTO,LA LIBERTAD,GOBIERNO NACIONAL,179053,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,34670914.62,34670914.62,34670914.62,34670914.62,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2539902-2539902-779518-2119958-157263,2539902,1,2539902,SALUD,CAJAMARCA,GOBIERNO REGIONAL,157263,Sin Ejecución,SUPERVISIÓN,0,0,0,0,1.0,1.0,6.0,2539902.0,2539902.0,5.0,5.0,779518.0,779518.0,29930330.5,47405332.0,6.0,4.0,4.0,1.0,0.25,4.0,4.0,681292.12,681292.12,681292.12,681292.12,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2539902-2539902-789743-2119072-157263,2539902,1,2539902,SALUD,CAJAMARCA,GOBIERNO REGIONAL,157263,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,2.0,1.0,6.0,2539902.0,2539902.0,4.0,4.0,789743.0,789743.0,26447834.333333332,41988885.0,6.0,20.0,10.0,2.0,0.2,20.0,20.0,2642408.93,2642408.93,2642408.93,2642408.93,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2540449-2540449-804591-2127248-161130,2540449,1,2540449,AGROPECUARIA,ANCASH,GOBIERNO REGIONAL,161130,Sin Ejecución,SUPERVISIÓN,0,0,0,0,1.0,1.0,6.0,2540449.0,2540449.0,5.0,5.0,804591.0,804591.0,34619146.5,45121548.0,6.0,3.0,3.0,1.0,0.3333333333333333,3.0,3.0,86186.94,86186.95,86186.94333333334,86186.94,0.005773502690972087,0.00999999999476131,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2542271-2542271-881598-2170756-179057,2542271,0,2542271,SANEAMIENTO,PIURA,GOBIERNO NACIONAL,179057,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,51547281.66,51547281.66,51547281.66,51547281.66,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2542639-2542639-882742-2171762-179281,2542639,0,2542639,SANEAMIENTO,TUMBES,GOBIERNO NACIONAL,179281,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,27000000.0,27000000.0,27000000.0,27000000.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2545188-2545188-881533-2170533-179056,2545188,1,2545188,SANEAMIENTO,LAMBAYEQUE,GOBIERNO NACIONAL,179056,En Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,93194303.63,93194303.63,93194303.63,93194303.63,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2555903-2555903-896909-2184770-176267,2555903,1,2555903,TRANSPORTE,UCAYALI,GOBIERNO REGIONAL,176267,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,3.0,1.0,10.0,2555903.0,2555903.0,9.0,9.0,896909.0,896909.0,18603497.2,47398427.0,10.0,12.0,4.0,3.0,0.75,12.0,12.0,2661945.6,2975774.98,2740402.945,2661945.6,141934.67749770882,313829.3799999999,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2560253-2560253-872989-2168467-176993,2560253,1,2560253,SALUD,TUMBES,GOBIERNO REGIONAL,176993,Sin Ejecución,EJECUCIÓN,0,0,1,0,1.0,1.0,6.0,2560253.0,2560253.0,4.0,4.0,872989.0,872989.0,22328120.5,71871024.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,189284105.8,189284105.8,189284105.8,189284105.8,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2560253-2560253-873027-2175066-176993,2560253,1,2560253,SALUD,TUMBES,GOBIERNO REGIONAL,176993,Sin Ejecución,SUPERVISIÓN,0,0,1,0,1.0,1.0,10.0,2560253.0,2560253.0,5.0,5.0,873027.0,873027.0,30751526.6,73433382.0,10.0,12.0,12.0,1.0,0.08333333333333333,12.0,12.0,9503638.07,10559597.85,9725963.015,9503638.07,420613.73509898444,1055959.7799999993,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
