identificador_obra_key,codigo_unico_key,y_riesgo,CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,CODIGO_OBRA,ESTADO_OBRA,ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,f2a3a_n_registros,f2a3a_nunique_MIEMBROS_DE_COMITE,f2b_n_registros,f2b_CODIGO_UNICO_mean,f2b_CODIGO_UNICO_max,f2b_PROCESO_mean,f2b_PROCESO_max,f2b_CONVOCATORIA_mean,f2b_CONVOCATORIA_max,f2b_DNI_MIEMBRO_COMITE_mean,f2b_DNI_MIEMBRO_COMITE_max,f2b_nunique_NOMBRE_MIEMBRO_COMITE,f3b_n_registros,f3b_n_ruc_participantes,f3b_n_ruc_ganadores,f3b_ratio_ganadores_participantes,f3c_n_registros,f3c_n_ofertas_con_monto,f3c_monto_ofertado_min,f3c_monto_ofertado_max,f3c_monto_ofertado_mean,f3c_monto_ofertado_median,f3c_monto_ofertado_std,f3c_rango_monto_ofertado,f5a_n_registros,f5a_ANHO_sum,f5a_MES_mean,f5a_MES_max,f5a_MES_sum,f5a_Planificado_mean,f5a_Planificado_max,f5a_Planificado_sum,f5a_Real_mean,f5a_Real_max,f5a_Real_sum,f5a_nunique_ANHO,f5a_nunique_MES
2233958-4588-771822-2161750-79749,2233958,1,2233958,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,79749,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,2.0,1.0,6.0,2233958.0,2233958.0,59.0,59.0,771822.0,771822.0,29741689.833333332,46550019.0,6.0,26.0,13.0,2.0,0.15384615384615385,26.0,26.0,0.0,6593383.64,4379931.187692308,6446864.0,2996928.6212701146,6593383.64,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234355-116051-659741-2012642-82706,2234355,1,2234355,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,82706,En Ejecución,ETAPA NO IDENTIFICADA,109,0,1,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,5165810.68,5165810.68,5165810.68,5165810.68,0.0,0.0,7,14161.0,4.0,7.0,28.0,0.8371428571428572,1.0,5.86,0.6757142857142858,0.68,4.73,1,7
2234355-116051-689292-2046091-82706,2234355,1,2234355,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,82706,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1030222.84,1030222.84,1030222.84,1030222.84,,0.0,7,14161.0,4.0,7.0,28.0,0.8371428571428572,1.0,5.86,0.6757142857142858,0.68,4.73,1,7
2234473-249557-721246-2074192-76727,2234473,1,2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,Finalizado,EJECUCIÓN,0,0,1,0,2.0,1.0,6.0,2234473.0,2234473.0,1.0,1.0,721246.0,721246.0,43382331.5,74253381.0,6.0,10.0,5.0,2.0,0.4,10.0,10.0,9239909.82,10266566.45,9855903.797999999,10266566.45,530163.2040351235,1026656.629999999,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234473-249557-723735-2071348-76727,2234473,1,2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,Finalizado,EJECUCIÓN,0,0,1,0,2.0,1.0,6.0,2234473.0,2234473.0,2.0,2.0,723735.0,723735.0,46163274.0,74253381.0,6.0,12.0,6.0,2.0,0.3333333333333333,12.0,12.0,13793717.03,15295699.54,14600904.906666666,14713298.15,645804.3869029267,1501982.5099999998,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234473-249557-727380-2076646-76727,2234473,1,2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,Finalizado,EJECUCIÓN,0,0,1,0,2.0,1.0,6.0,2234473.0,2234473.0,5.0,5.0,727380.0,727380.0,46163274.0,74253381.0,6.0,4.0,2.0,2.0,1.0,4.0,4.0,1905491.59,1905491.59,1905491.59,1905491.59,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234473-249557-728571-2074170-76727,2234473,1,2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,Finalizado,SUPERVISIÓN,450,0,1,0,1.0,1.0,7.0,2234473.0,2234473.0,11.0,11.0,728571.0,728571.0,43530598.85714286,74253381.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,307996.99,307996.99,307996.99,307996.99,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234473-249557-729905-2077976-76727,2234473,1,2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,Finalizado,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2234473.0,2234473.0,1.0,1.0,729905.0,729905.0,45949111.0,74253381.0,6.0,48.0,24.0,2.0,0.08333333333333333,48.0,48.0,350687.72,459790.57,399186.87375,413811.52,28206.23438195541,109102.85000000003,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234473-249557-736367-2079728-76727,2234473,1,2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,Finalizado,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2234473.0,2234473.0,15.0,15.0,736367.0,736367.0,46163274.0,74253381.0,6.0,6.0,3.0,2.0,0.6666666666666666,6.0,6.0,85751.52,91600.0,87701.01333333335,85751.52,3020.1420854169546,5848.479999999996,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234473-249557-879973-2175865-76727,2234473,1,2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,0,2.0,1.0,6.0,2234473.0,2234473.0,1.0,1.0,879973.0,879973.0,40499844.5,73514715.0,6.0,8.0,4.0,2.0,0.5,8.0,8.0,192000.0,192000.0,192000.0,192000.0,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234473-249557-880497-2175879-76727,2234473,1,2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,0,2.0,1.0,6.0,2234473.0,2234473.0,2.0,2.0,880497.0,880497.0,40499844.5,73514715.0,6.0,10.0,5.0,2.0,0.4,10.0,10.0,386256.48,425000.0,401753.892,386256.49,20007.064255142373,38743.52000000002,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234473-249557-887229-2184981-76727,2234473,1,2234473,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,76727,Finalizado,EJECUCIÓN,0,0,1,0,1.0,1.0,6.0,2234473.0,2234473.0,4.0,4.0,887229.0,887229.0,35474140.333333336,73514715.0,6.0,6.0,6.0,1.0,0.16666666666666666,6.0,6.0,652241.11,724358.2,685951.1883333334,688070.185,29590.7894905286,72117.08999999997,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234982-108598-741570-2098048-144235,2234982,1,2234982,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,144235,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,1.0,1.0,6.0,2234982.0,2234982.0,20.0,20.0,741570.0,741570.0,20053789.666666668,46550019.0,6.0,19.0,19.0,1.0,0.05263157894736842,19.0,19.0,5667424.0,5667424.0,5667424.0,5667424.0,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234988-86897-551692-2106247-81363,2234988,1,2234988,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,81363,Finalizado,SUPERVISIÓN,0,1,1,0,1.0,1.0,6.0,2234988.0,2234988.0,5.0,5.0,551692.0,551692.0,38710053.0,72541160.0,6.0,21.0,21.0,1.0,0.047619047619047616,21.0,21.0,1.0,17691375.48,15164036.254285716,17691375.46,6343571.069107171,17691374.48,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234988-86897-662364-2029415-81363,2234988,1,2234988,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,81363,Finalizado,ETAPA NO IDENTIFICADA,0,1,1,0,2.0,1.0,6.0,2234988.0,2234988.0,2.0,2.0,662364.0,662364.0,43440241.166666664,45912293.0,6.0,58.0,29.0,2.0,0.06896551724137931,58.0,58.0,415541916.5,483136734.9,417872772.30689657,415541916.5,12441449.821795417,67594818.39999998,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234988-86897-716584-2058471-142784,2234988,1,2234988,TRANSPORTE,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,142784,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,1598910.57,1598910.57,1598910.57,1598910.57,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2234996-260577-671999-2023243-36858,2234996,0,2234996,AGRARIA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,36858,Finalizado,EJECUCIÓN,97,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,13437509.64,13437509.64,13437509.64,13437509.64,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2236530-249522-747170-2098229-85055,2236530,1,2236530,TRANSPORTE,AREQUIPA,GOBIERNO LOCAL,85055,En Ejecución,EJECUCIÓN,0,0,1,0,1.0,1.0,6.0,2236530.0,2236530.0,1.0,1.0,747170.0,747170.0,29018836.333333332,47940980.0,6.0,2.0,2.0,1.0,0.5,2.0,2.0,228505035.5,228505035.5,228505035.5,228505035.5,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2236530-249522-752533-2094217-85055,2236530,1,2236530,TRANSPORTE,AREQUIPA,GOBIERNO LOCAL,85055,En Ejecución,SUPERVISIÓN,0,0,1,0,1.0,1.0,6.0,2236530.0,2236530.0,1.0,1.0,752533.0,752533.0,29018836.333333332,47940980.0,6.0,9.0,9.0,1.0,0.1111111111111111,9.0,9.0,15934807.63,15934807.63,15934807.630000003,15934807.63,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2251269-299165-843857-2170867-39565,2251269,1,2251269,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,39565,Finalizado,EJECUCIÓN,0,0,1,0,1.0,1.0,6.0,2251269.0,2251269.0,15.0,15.0,843857.0,843857.0,43179738.166666664,48279383.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,303099339.6,303099339.6,303099339.6,303099339.6,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2251269-299165-891795-2194787-169532,2251269,1,2251269,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,169532,En Ejecución,SUPERVISIÓN,0,0,0,0,3.0,1.0,6.0,2251269.0,2251269.0,3.0,3.0,891795.0,891795.0,47706680.666666664,80402001.0,6.0,54.0,18.0,3.0,0.16666666666666666,54.0,54.0,5850000.0,6450000.0,5950000.0,5850000.0,225706.43815898366,600000.0,4,8092.0,5.5,7.0,22.0,0.02,0.04,0.08,0.0225,0.04,0.09,1,4
2253121-301371-724591-2082967-144325,2253121,1,2253121,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,144325,Sin Ejecución,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2253121.0,2253121.0,21.0,21.0,724591.0,724591.0,27965729.333333332,45912293.0,6.0,56.0,28.0,2.0,0.07142857142857142,56.0,56.0,5905627.04,5905627.04,5905627.04,5905627.04,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2259669-220883-556517-2003673-111086,2259669,1,2259669,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,111086,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,1,0,2.0,1.0,6.0,2259669.0,2259669.0,26.0,26.0,556517.0,556517.0,21745675.5,46000348.0,6.0,8.0,4.0,2.0,0.5,8.0,8.0,3164096.25,3164096.25,3164096.25,3164096.25,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2259669-220883-684421-2047595-111086,2259669,1,2259669,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,111086,Sin Ejecución,SUPERVISIÓN,0,0,1,0,2.0,1.0,7.0,2259669.0,2259669.0,1.0,1.0,684421.0,684421.0,18497022.0,41189340.0,7.0,12.0,6.0,2.0,0.3333333333333333,12.0,12.0,1010837.62,1010837.62,1010837.62,1010837.62,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2262744-311131-631294-2008579-114812,2262744,1,2262744,ENERGIA Y RECURSOS MINERALES,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,114812,Sin Ejecución,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2262744.0,2262744.0,1.0,1.0,631294.0,631294.0,26117772.5,73011538.0,6.0,10.0,5.0,2.0,0.4,10.0,10.0,1114675.2,1114675.2,1114675.2,1114675.2,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2263613-315331-654206-2008578-59593,2263613,1,2263613,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,59593,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,115678.28,115678.28,115678.28,115678.28,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2266239-22422-713490-2069085-144334,2266239,1,2266239,TRANSPORTE,TUMBES,GOBIERNO NACIONAL,144334,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,3.0,1.0,6.0,2266239.0,2266239.0,25.0,25.0,713490.0,713490.0,19001489.333333332,43584310.0,6.0,42.0,14.0,3.0,0.21428571428571427,42.0,42.0,5306577.58,5306577.58,5306577.58,5306577.58,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2281442-324555-911561-2199221-61561,2281442,1,2281442,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,61561,Paralizada,EXPEDIENTE TÉCNICO,0,0,1,0,2.0,1.0,11.0,2281442.0,2281442.0,16.0,16.0,911561.0,911561.0,42279385.27272727,48279383.0,11.0,8.0,4.0,2.0,0.5,8.0,8.0,1011427.56,1012000.0,1011713.78,1011713.78,305.98205064066656,572.4399999999441,6,12138.0,3.6666666666666665,7.0,22.0,1.0,1.0,6.0,0.19000000000000003,0.19,1.1400000000000001,1,6
2282330-285705-717909-2070673-28809,2282330,1,2282330,PESCA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,28809,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,6.0,2282330.0,2282330.0,3.0,3.0,717909.0,717909.0,40615394.333333336,45141451.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,512786.7,512786.7,512786.7,512786.7,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2282760-172973-688300-2045681-47658,2282760,1,2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,47658,Sin Ejecución,SUPERVISIÓN,0,0,1,0,3.0,1.0,6.0,2282760.0,2282760.0,33.0,33.0,688300.0,688300.0,38386201.0,45912293.0,6.0,78.0,26.0,3.0,0.11538461538461539,78.0,78.0,12302643.56,14391447.86,13340011.25923077,13301321.780000001,1044346.1437089082,2088804.2999999989,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2282760-172973-696209-2059355-135454,2282760,1,2282760,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,135454,En Ejecución,EJECUCIÓN,0,0,1,0,3.0,1.0,6.0,2282760.0,2282760.0,4.0,4.0,696209.0,696209.0,20215374.166666668,43584310.0,6.0,48.0,16.0,3.0,0.1875,48.0,48.0,166167111.9,333898191.4,294925952.65624994,333898191.4,68395617.90527761,167731079.49999997,7,14161.0,4.0,7.0,28.0,0.34142857142857147,0.41,2.39,0.2842857142857143,0.33,1.99,1,7
2284956-303267-719178-2093374-86858,2284956,1,2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,86858,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2.0,1.0,6.0,2284956.0,2284956.0,5.0,5.0,719178.0,719178.0,22548305.666666668,42288515.0,6.0,24.0,12.0,2.0,0.16666666666666666,24.0,24.0,11978145.35,11978145.35,11978145.35,11978145.35,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2284956-303267-727717-2096706-138999,2284956,1,2284956,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138999,En Ejecución,EJECUCIÓN,0,0,0,0,1.0,1.0,6.0,2284956.0,2284956.0,11.0,11.0,727717.0,727717.0,32495695.333333332,70096532.0,6.0,5.0,5.0,1.0,0.2,5.0,5.0,366362860.2,385576556.8,370205599.52,366362860.2,8592626.339331325,19213696.600000024,7,14161.0,4.0,7.0,28.0,0.23285714285714285,0.37,1.63,0.22571428571428573,0.31,1.58,1,7
2300016-314709-718329-2077374-86930,2300016,1,2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,86930,Sin Ejecución,SUPERVISIÓN,0,0,0,0,1.0,1.0,6.0,2300016.0,2300016.0,4.0,4.0,718329.0,718329.0,23227736.833333332,44887645.0,6.0,8.0,8.0,1.0,0.125,8.0,8.0,5886771.18,6200000.0,5965078.385,5886771.18,144996.76869201937,313228.8200000003,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2300016-314709-739838-2085159-138996,2300016,1,2300016,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,138996,En Ejecución,EJECUCIÓN,123,0,0,0,1.0,1.0,7.0,2300016.0,2300016.0,4.0,4.0,739838.0,739838.0,17984580.714285713,41189340.0,7.0,5.0,5.0,1.0,0.2,5.0,5.0,275283666.4,280058995.3,277630598.14,277467667.3,2389401.032500323,4775328.900000036,7,14161.0,4.0,7.0,28.0,0.45999999999999996,0.65,3.2199999999999998,0.19999999999999998,0.26,1.4,1,7
2300078-322746-600372-2012884-69352,2300078,1,2300078,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,69352,En Ejecución,SUPERVISIÓN,256,0,0,0,2.0,1.0,6.0,2300078.0,2300078.0,1.0,1.0,600372.0,600372.0,32751510.833333332,47495808.0,6.0,10.0,5.0,2.0,0.4,10.0,10.0,3859331.22,3859331.22,3859331.22,3859331.22,0.0,0.0,6,12138.0,3.5,6.0,21.0,0.7799999999999999,1.0,4.68,0.735,0.77,4.41,1,6
2300355-336084-636997-2017813-127558,2300355,1,2300355,TRANSPORTE,PUNO,GOBIERNO NACIONAL,127558,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,1,0,2.0,1.0,6.0,2300355.0,2300355.0,14.0,14.0,636997.0,636997.0,37833574.0,72541160.0,6.0,32.0,16.0,2.0,0.125,32.0,32.0,4086368.85,4086368.85,4086368.85,4086368.85,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2300355-336084-748047-2089989-127558,2300355,1,2300355,TRANSPORTE,PUNO,GOBIERNO NACIONAL,127558,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,1,0,1.0,1.0,6.0,2300355.0,2300355.0,43.0,43.0,748047.0,748047.0,21725710.333333332,47503980.0,6.0,13.0,13.0,1.0,0.07692307692307693,13.0,13.0,6118155.57,6118155.57,6118155.569999999,6118155.57,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2302972-342038-702107-2057949-87051,2302972,1,2302972,PESCA,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,87051,Sin Ejecución,EXPEDIENTE TÉCNICO,0,0,0,0,1.0,1.0,8.0,2302972.0,2302972.0,26.0,26.0,702107.0,702107.0,36805459.125,46087167.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4375231.45,4375231.45,4375231.45,4375231.45,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2305241-177553-686451-2070820-51734,2305241,1,2305241,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,51734,En Ejecución,EJECUCIÓN,0,0,1,0,2.0,0.0,,,,,,,,,,,16.0,8.0,2.0,0.25,16.0,16.0,1169135441.0,2191419249.0,1332941958.0,1181515940.0,339686492.37504333,1022283808.0,8,16184.0,4.5,8.0,36.0,0.99875,1.0,7.99,0.9575,0.96,7.66,1,8
2305241-177553-686493-2087875-51734,2305241,1,2305241,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,51734,En Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,2.0,0.0,,,,,,,,,,,24.0,12.0,2.0,0.16666666666666666,24.0,24.0,57062372.52,72899531.04,63405829.6875,60221494.88,6061172.451434647,15837158.520000003,8,16184.0,4.5,8.0,36.0,0.99875,1.0,7.99,0.9575,0.96,7.66,1,8
2309846-333160-879389-2187816-169496,2309846,1,2309846,OTROS,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,169496,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2.0,1.0,6.0,2309846.0,2309846.0,6.0,6.0,879389.0,879389.0,24782636.666666668,42042565.0,6.0,28.0,14.0,2.0,0.14285714285714285,28.0,28.0,5590238.5,5590238.5,5590238.5,5590238.5,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2311841-128903-654886-2079561-58678,2311841,1,2311841,OTROS,MULTIDEPARTAMENTAL,GOBIERNO LOCAL,58678,Finalizado,EXPEDIENTE TÉCNICO,0,0,1,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,65340376.31,65340376.31,65340376.31,65340376.31,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2318430-355479-691260-2049728-86587,2318430,1,2318430,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,86587,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,2.0,0.0,,,,,,,,,,,14.0,7.0,2.0,0.2857142857142857,14.0,14.0,2996127.35,3535430.27,3319649.358571429,3319500.0,231721.72631013975,539302.9199999999,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2318535-191091-877000-2175489-79744,2318535,1,2318535,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,79744,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,1.0,1.0,6.0,2318535.0,2318535.0,32.0,32.0,877000.0,877000.0,21555741.833333332,46548678.0,6.0,11.0,11.0,1.0,0.09090909090909091,11.0,11.0,8714275.37,8714275.37,8714275.37,8714275.37,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2318537-185240-689283-2038940-41505,2318537,1,2318537,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,41505,Sin Ejecución,ETAPA NO IDENTIFICADA,0,0,1,0,2.0,0.0,,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,4.0,942079.6,942079.6,942079.6,942079.6,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2318537-185240-731927-2084705-41505,2318537,1,2318537,TRABAJO,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,41505,Sin Ejecución,SUPERVISIÓN,0,0,1,0,2.0,0.0,,,,,,,,,,,58.0,29.0,2.0,0.06896551724137931,58.0,58.0,9088260.39,9088260.39,9088260.39,9088260.39,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2322531-359457-557990-2184303-79268,2322531,1,2322531,OTROS,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,79268,Finalizado,SUPERVISIÓN,0,0,1,0,2.0,1.0,6.0,2322531.0,2322531.0,35.0,35.0,557990.0,557990.0,51322755.333333336,80221721.0,6.0,10.0,5.0,2.0,0.4,10.0,10.0,0.0,2341200.95,1803591.844,2167778.66,954085.334565461,2341200.95,7,14161.0,3.2857142857142856,6.0,23.0,0.9799999999999999,0.98,6.859999999999999,0.58,0.58,4.06,1,6
2326592-363114-633184-2007815-119167,2326592,1,2326592,AGROPECUARIA,HUANCAVELICA,GOBIERNO REGIONAL,119167,Sin Ejecución,SUPERVISIÓN,0,0,0,0,2.0,1.0,6.0,2326592.0,2326592.0,2.0,2.0,633184.0,633184.0,43353367.833333336,76534560.0,6.0,14.0,7.0,2.0,0.2857142857142857,14.0,14.0,199551.6,199551.6,199551.6,199551.6,0.0,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2327694-364106-725234-2079257-146172,2327694,1,2327694,TRANSPORTE,SAN MARTIN,GOBIERNO NACIONAL,146172,Sin Ejecución,ESTUDIO DEFINITIVO,0,0,0,0,2.0,1.0,6.0,2327694.0,2327694.0,29.0,29.0,725234.0,725234.0,20964355.833333332,46548678.0,6.0,18.0,9.0,2.0,0.2222222222222222,18.0,18.0,3173063.24,3744214.63,3490369.5677777776,3744214.63,292035.41297433985,571151.3899999997,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2328039-308669-726853-2070457-140616,2328039,1,2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,140616,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,44000.0,44000.0,44000.0,44000.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2328039-308669-733820-2070458-140616,2328039,1,2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,140616,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,44000.0,44000.0,44000.0,44000.0,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2328039-308669-733857-2070460-140616,2328039,0,2328039,DEFENSA Y SEGURIDAD NACIONAL,MULTIDEPARTAMENTAL,GOBIERNO NACIONAL,140616,Finalizado,ETAPA NO IDENTIFICADA,0,0,0,0,1.0,0.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3730469.06,3730469.06,3730469.06,3730469.06,,0.0,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
